xa,ya,za,xg,yg,zg
1.3558385,0.8798561,-0.9951637,-0.09169317,0.68377995,-0.17453687
1.183361,0.59263515,-0.8664926,-0.10766817,0.7253149,-0.18092686
1.032848,0.16959858,-0.59915507,-0.10127817,0.78495497,-0.18625186
0.9731126,-0.3693714,-0.4015851,-0.07891317,0.82329494,-0.21500686
0.7940207,-0.8422928,-0.343503,-0.059743173,0.8105149,-0.25015184
0.54280376,-1.0869503,-0.35993087,-0.04057317,0.7572649,-0.27890685
0.32239747,-1.2830572,-0.5076593,-0.004363171,0.6891049,-0.32044184
0.0029243827,-1.3946991,-0.7463112,0.05208183,0.61455494,-0.37262684
-0.39527068,-1.3572397,-1.0185332,0.12663183,0.5368099,-0.42374685
-0.82423925,-1.311657,-1.4155941,0.20118183,0.46971494,-0.47912684
-1.3840423,-1.2889614,-1.798675,0.25336683,0.44521993,-0.5440919
-1.9905167,-1.0958652,-2.0365458,0.29596683,0.46864992,-0.60692686
-2.412961,-0.89768124,-2.2264357,0.32685181,0.5453299,-0.6452669
-2.6312916,-0.59161377,-2.3363416,0.33750182,0.6571549,-0.6410069
-2.4647186,-0.17804337,-2.3518667,0.31087682,0.78282493,-0.6101219
-2.0319731,0.2298088,-2.308057,0.24697682,0.87121993,-0.58349687
-1.614599,0.5188036,-2.342442,0.16284183,0.9265999,-0.5845619
-1.354367,0.7651415,-2.2510343,0.07338183,0.9340549,-0.60692686
-1.3922051,0.82293224,-1.9750949,-0.0032981709,0.90742993,-0.64313686
-1.4851946,0.6881237,-1.6234071,-0.05122317,0.8701549,-0.6931919
-1.5482239,0.35225773,-1.2768962,-0.06293817,0.84352994,-0.74750686
-1.6528645,-0.13077068,-1.022683,-0.03524817,0.8296849,-0.7901069
-1.7574037,-0.520751,-0.7346833,0.014806828,0.8254249,-0.8007569
-1.7744248,-0.7935114,-0.5038947,0.06486183,0.84352994,-0.7847819
-1.6094905,-1.0592785,-0.36838806,0.10107183,0.87654495,-0.7485719
-1.4160557,-1.1583328,-0.29587305,0.12663183,0.9138199,-0.6889319
-1.1200683,-1.2945423,-0.23467827,0.13302183,0.95215994,-0.6250319
-0.8248889,-1.3679543,-0.20818996,0.11491683,0.99369496,-0.56326187
-0.6407903,-1.1929979,-0.094760895,0.09468183,1.0352299,-0.5078819
-0.52339303,-0.9448023,0.00972414,0.07870683,1.0799599,-0.47486684
-0.46091062,-0.63540745,0.03873205,0.05847183,1.1108449,-0.45143685
-0.42552143,-0.40602016,0.035023928,0.029716827,1.1129749,-0.43759185
-0.5472528,-0.1921215,0.009510279,0.02013183,1.0852848,-0.42694184
-0.705004,-0.02668953,-0.038257837,0.025456827,1.0384248,-0.41948685
-0.8813623,0.00946331,-0.12599874,0.035041828,0.9873049,-0.42055184
-1.0370612,-0.030628204,-0.1289463,0.04782183,0.94576997,-0.42481184
-1.1672981,0.030140877,-0.08041644,0.048886828,0.92553496,-0.42268184
-1.2803915,0.19602108,-0.026999712,0.030781828,0.9180799,-0.41629186
-1.2217323,0.3898468,0.02944541,-0.0128831705,0.9223399,-0.40883684
-1.0828507,0.5440788,0.13659465,-0.07039317,0.92127496,-0.39286184
-0.9746044,0.54613495,0.28570318,-0.11618817,0.90423495,-0.36517185
-0.81398904,0.37266636,0.42513013,-0.13642317,0.8829349,-0.32257184
-0.56679034,0.031713486,0.55505407,-0.14813817,0.8744149,-0.28210184
