xa,ya,za,xg,yg,zg
0.10343267,-7.652103,0.86576974,0.120086945593357,-0.1774056553840637,0.2400517165660858
-0.0287313,-7.5563316,0.8523619,0.1127565577626228,-0.151749312877655,0.270594984292984
-0.051716335,-7.623371,0.6723124,0.123141273856163,-0.151749312877655,0.2889209389686584
-0.14748733,-7.6482716,0.61101896,0.1414672285318374,-0.1987859308719635,0.3164098858833313
-0.2317658,-7.784266,0.6263423,0.1549062579870224,-0.2000076621770858,0.351229190826416
-0.14748733,-7.9547386,0.2719896,0.1640692502260208,-0.1474732458591461,0.3768855333328247
-0.21835788,-7.8723755,0.5593026,0.1542953997850418,-0.1236495152115821,0.4037636220455169
-0.22218871,-7.809167,0.6895512,0.1298607885837555,-0.1034909561276435,0.4233112931251526
-0.063208856,-7.89153,0.5171634,0.0877110809087753,-0.0246893409639596,0.4300307929515838
-0.009577099,-7.6348634,0.69338197,0.0541134998202323,-0.0210241489112377,0.4422481060028076
0.72977495,-7.736381,1.0324113,0.0162398535758256,-0.0417935661971569,0.4398046433925628
1.1684061,-8.307177,0.92514783,-0.0124708134680986,-0.0051416526548564,0.4062070548534393
1.1339285,-8.263121,1.0419884,-0.0417923480272293,-0.068060778081417,0.3988766670227051
0.7776605,-8.199912,0.71828246,-0.0827203169465065,-0.2287183403968811,0.3628356456756592
0.14365649,-8.680682,0.26432794,-0.1224265620112419,-0.3875432908535003,0.2962513267993927
0.09194015,-8.8856325,0.06512427,-0.146250307559967,-0.5494226217269897,0.2345539182424545
-0.2777359,-9.092498,0.32179052,-0.198173850774765,-0.5659159421920776,0.2088975757360458
-1.6587536,-9.96976,-0.14365649,-0.2855275869369507,-0.5249879956245422,0.2186714261770248
-1.6395994,-9.872074,-0.7201979,-0.3826551437377929,-0.5726354122161865,0.2137845158576965
-1.8464648,-9.138468,-1.482535,-0.5298736691474915,-0.7546733021736145,0.2461603730916977
-1.5342513,-8.431678,-1.8177334,-0.7051920294761658,-0.9183852076530457,0.3610030114650726
-1.1396749,-8.211405,-1.4250724,-0.8737908601760864,-1.0289517641067505,0.4581306278705597
-0.94238657,-7.652103,-0.7508446,-1.1523452997207642,-1.0765992403030396,0.5570907592773438
-1.1396749,-7.1119537,0.34094474,-1.4638866186141968,-1.0307843685150146,0.5735841393470764
-1.5399976,-7.6463566,1.5476592,-1.6960153579711914,-0.8799006938934326,0.4721805155277252
-1.6855694,-8.692175,1.1684061,-1.7864234447479248,-0.6862564086914062,0.2999165058135986
-0.5535563,-8.732399,0.64166564,-1.6978480815887451,-0.5213227868080139,0.1386480927467346
1.2929084,-7.761282,0.67422783,-1.457167148590088,-0.5207118988037109,0.0445748381316661
1.4652963,-7.839813,1.555321,-1.269020676612854,-0.559807300567627,-0.0165116880089044
-0.09002474,-7.5735703,1.4193261,-1.1053087711334229,-0.758949339389801,-0.1673953980207443
-1.0879585,-7.3705354,1.1396749,-0.774219810962677,-0.8035425543785095,-0.4716062843799591
-1.5285051,-7.387775,0.44246197,-0.5011630058288574,-0.7705557942390442,-0.7581021189689636
-1.6261916,-7.521854,0.15706442,-0.4437416791915893,-0.8774572014808655,-0.828351616859436
-1.674077,-7.7689433,0.019154198,-0.4186961948871612,-1.2311482429504397,-0.7910888195037842
-1.7219625,-7.9125996,-0.19154198,-0.350279301404953,-1.397303581237793,-0.7666542530059814
-2.0475838,-7.8991914,-0.38883024,-0.2305497080087661,-1.3435473442077637,-0.8026952743530273
-2.3846977,-8.058171,-0.4616162,-0.0998245477676391,-1.218930959701538,-0.8540079593658447
-2.3981056,-7.7708583,-0.53440213,-0.0466792695224285,-1.0643819570541382,-0.8430123925209045
-1.9709672,-7.6827493,-1.0017645,-0.3001883625984192,-1.128522872924805,-0.6878526210784912
-1.2239532,-8.148195,-1.432734,-0.5262085199356079,-1.1236358880996704,-0.6004988551139832
-0.8370385,-8.642374,-1.7660172,-0.7937674522399902,-1.1095860004425049,-0.456945538520813
-0.4616162,-8.609812,-1.2584308,-1.0142897367477417,-1.1010339260101318,-0.3195008635520935
-0.06895511,-8.468071,-0.716367,-1.1871646642684937,-1.2335916757583618,-0.3042292296886444
0.30646718,-7.8762064,-1.2660925,-1.306894302368164,-1.4467836618423462,-0.3249986171722412
0.7355212,-7.5639935,-1.6166143,-1.2616901397705078,-1.7149535417556765,-0.3775330483913421
0.54206383,-7.326481,-1.9479821,-1.1749473810195925,-1.7790943384170532,-0.4526694715023041
-0.13216397,-6.832303,-2.0245986,-1.1095848083496094,-1.6789125204086304,-0.5742316246032715
-0.69912827,-6.510512,-1.8043256,-0.9971855878829956,-1.4834355115890503,-0.686020016670227
-1.3427093,-6.2844925,-1.7985792,-0.8316411375999451,-1.2109895944595337,-0.7012916207313538
-1.3886794,-6.119766,-2.0284295,-0.6825899481773376,-1.0228431224822998,-0.6029423475265503
-1.363779,-6.0642195,-2.2793498,-0.5769102573394775,-0.9654217958450316,-0.4819909930229187
-1.2296995,-6.0680504,-2.2008176,-0.5219324231147766,-0.9819151759147644,-0.3805873692035675
-0.7087053,-6.002926,-2.267857,-0.4516829252243042,-0.9935216307640076,-0.3231660425662994
-0.4616162,-5.7941456,-2.3214889,-0.31729257106781,-0.9397655129432678,-0.3182791173458099
-0.43671575,-5.4340463,-2.2870114,-0.146250307559967,-0.8359183669090271,-0.346378892660141
-0.5171634,-5.1946187,-2.116539,0.0131855262443423,-0.6966410875320435,-0.3983024656772613
