x,y,z,canc,data,ora
"-0.9328095,3.7427304,6.8093176 - 2021-09-09 19:52:05.683"
"-0.9117398,3.6699445,6.8035717 - 2021-09-09 19:52:05.701"
"-1.0190034,3.7618847,6.617776 - 2021-09-09 19:52:05.721"
"-0.9289787,3.7235765,6.690562 - 2021-09-09 19:52:05.743"
"-0.95004827,3.6641984,6.7614317 - 2021-09-09 19:52:05.761"
"-1.0534809,3.7274072,6.870611 - 2021-09-09 19:52:05.782"
"-1.0937047,3.6737752,6.937651 - 2021-09-09 19:52:05.803"
"-1.1166898,3.7063375,6.987452 - 2021-09-09 19:52:05.822"
"-1.099451,3.7216606,6.882104 - 2021-09-09 19:52:05.841"
"-0.9845258,3.6661139,6.793994 - 2021-09-09 19:52:05.863"
"-1.0534809,3.7025068,6.807402 - 2021-09-09 19:52:05.881"
"-1.0879585,3.7293224,6.77484 - 2021-09-09 19:52:05.901"
"-1.0458193,3.7101681,6.7614317 - 2021-09-09 19:52:05.923"
"-1.0496501,3.6967602,6.738447 - 2021-09-09 19:52:05.941"
"-0.9328095,3.652706,6.702054 - 2021-09-09 19:52:05.962"
"-1.1856449,3.6967602,6.801656 - 2021-09-09 19:52:05.983"
"-1.1703216,3.7063375,6.8476257 - 2021-09-09 19:52:06.005"
"-1.1377594,3.6929295,6.7671785 - 2021-09-09 19:52:06.021"
"-1.2622616,3.8423321,6.397502 - 2021-09-09 19:52:06.043"
"-1.2450229,3.917034,6.4664574 - 2021-09-09 19:52:06.061"
"-1.697062,4.047282,6.66183 - 2021-09-09 19:52:06.082"
"-1.8445494,4.2235007,6.8169794 - 2021-09-09 19:52:06.103"
"-1.6644999,4.279048,6.725039 - 2021-09-09 19:52:06.121"
"-1.5495746,4.3001175,6.537328 - 2021-09-09 19:52:06.142"
"-1.336963,4.1315603,6.508597 - 2021-09-09 19:52:06.163"
"-1.204799,4.007058,6.5832977 - 2021-09-09 19:52:06.181"
"-1.2545999,3.8978796,6.7307854 - 2021-09-09 19:52:06.201"
"-1.2545999,3.8346708,6.744193 - 2021-09-09 19:52:06.224"
"-1.1607444,3.746561,6.66183 - 2021-09-09 19:52:06.241"
"-1.1645753,3.7139993,6.786333 - 2021-09-09 19:52:06.261"
"-1.1798986,3.7695463,6.970213 - 2021-09-09 19:52:06.283"
"-1.1875603,3.7523077,6.8476257 - 2021-09-09 19:52:06.302"
"-1.040073,3.7867851,6.7173777 - 2021-09-09 19:52:06.322"
"-1.1569135,3.9017103,6.700139 - 2021-09-09 19:52:06.343"
