xa,ya,za,xg,yg,zg
-0.04826641,-0.89712286,-0.59921527,-0.227076,0.16667588,-0.4558551
-0.067266464,-0.9551229,-0.6762154,-0.227076,0.16667588,-0.4558551
-0.10526657,-0.9361229,-0.7142153,-0.227076,0.16667588,-0.4558551
0.028087616,-0.90101224,-0.78042436,-0.2996613,0.1993587,-0.110034354
0.20008755,-0.92001224,-0.8764243,-0.2996613,0.1993587,-0.110034354
0.44908714,-0.9770122,-1.1064243,-0.2996613,0.1993587,-0.110034354
0.73196125,-1.0337664,-1.2852249,-0.2699574,0.14635785,0.032599155
1.0389614,-1.2637663,-1.3612249,-0.2699574,0.14635785,0.032599155
1.3839607,-1.4167663,-1.4002249,-0.2699574,0.14635785,0.032599155
1.646389,-1.6158024,-1.3935928,0.07235496,-0.20201667,0.25016457
1.8763885,-1.8268025,-1.4125929,0.07235496,-0.20201667,0.25016457
2.0483885,-1.9418025,-1.3745929,0.07235496,-0.20201667,0.25016457
2.0642977,-1.9015701,-1.1654499,0.30135867,-0.44456947,0.46397328
1.9302979,-1.8635701,-1.0314498,0.30135867,-0.44456947,0.46397328
1.7582979,-1.6335701,-0.93645,0.30135867,-0.44456947,0.46397328
1.5414543,-1.1996335,-0.7266209,0.37443587,-0.535173,0.64019024
1.3494539,-0.8736335,-0.6116209,0.37443587,-0.535173,0.64019024
1.0814543,-0.5866335,-0.40062094,0.37443587,-0.535173,0.64019024
0.8294344,-0.354729,-0.19516373,0.16700004,-0.28733328,0.46403843
0.52343464,-0.16372901,-0.061163902,0.16700004,-0.28733328,0.46403843
0.23643494,-0.009728998,-0.004163742,0.16700004,-0.28733328,0.46403843
-0.105957985,0.13294764,0.046303034,-0.06702971,0.0057705115,0.047891304
-0.3929577,0.20794764,0.12230301,-0.06702971,0.0057705115,0.047891304
-0.6609583,0.30394763,0.14130306,-0.06702971,0.0057705115,0.047891304
-0.87061596,0.24207851,0.13488603,-0.27496904,0.2614186,-0.27082488
-1.0046158,0.18407851,0.13488603,-0.27496904,0.2614186,-0.27082488
-1.1006165,0.10907851,0.15388608,-0.27496904,0.2614186,-0.27082488
-1.1512604,-0.17998937,-0.0012722015,-0.532282,0.5947091,-0.56003726
-1.0552607,-0.38998938,-0.0012722015,-0.532282,0.5947091,-0.56003726
-0.92126083,-0.58198935,-0.13527226,-0.532282,0.5947091,-0.56003726
-0.6774111,-0.7562229,-0.32019925,-0.6335391,0.6790518,-0.5380911
-0.448411,-0.96722287,-0.4341991,-0.6335391,0.6790518,-0.5380911
-0.19941139,-1.1582229,-0.5491991,-0.6335391,0.6790518,-0.5380911
0.09708786,-1.1869302,-0.72042966,-0.5432428,0.49295947,-0.12015047
0.34608746,-1.2639302,-0.79742956,-0.5432428,0.49295947,-0.12015047
0.6140871,-1.3399302,-0.7584295,-0.5432428,0.49295947,-0.12015047
0.81933403,-1.2347896,-0.8465755,-0.33600733,0.24193394,0.22089607
0.9343338,-1.2157896,-0.8085754,-0.33600733,0.24193394,0.22089607
0.9723339,-1.1197896,-0.8085754,-0.33600733,0.24193394,0.22089607
0.9108019,-0.9191719,-0.7665043,-0.13924183,0.020868542,0.4093386
0.77680206,-0.78517187,-0.7665043,-0.13924183,0.020868542,0.4093386
0.64280224,-0.67017186,-0.8055043,-0.13924183,0.020868542,0.4093386
0.44157028,-0.48684326,-0.77402925,0.076671384,-0.1710508,0.38414004
0.3265705,-0.37184325,-0.77402925,0.076671384,-0.1710508,0.38414004
0.19257069,-0.39084324,-0.7930293,0.076671384,-0.1710508,0.38414004
0.109993935,-0.29188788,-0.6753154,0.100619964,-0.15944515,0.22250763
0.109993935,-0.2728879,-0.61831546,0.100619964,-0.15944515,0.22250763
0.1669941,-0.2728879,-0.69431543,0.100619964,-0.15944515,0.22250763
0.17951202,-0.22985089,-0.5959823,0.033158723,-0.09757283,0.037595857
0.21751213,-0.2108509,-0.6919825,0.033158723,-0.09757283,0.037595857
0.2745123,-0.3448509,-0.8069825,0.033158723,-0.09757283,0.037595857
0.25302792,-0.35644156,-0.77763796,0.019211812,-0.053931873,-0.0010005666
0.19602776,-0.43344152,-0.81563807,0.019211812,-0.053931873,-0.0010005666
0.11902809,-0.47144157,-0.7586379,0.019211812,-0.053931873,-0.0010005666
0.047379494,-0.47287983,-0.69273543,0.03812865,-0.11444497,0.005782236
-0.12562084,-0.51087993,-0.6537354,0.03812865,-0.11444497,0.005782236
-0.27862072,-0.5688799,-0.67273545,0.03812865,-0.11444497,0.005782236
-0.3658104,-0.4775666,-0.613399,0.017161917,-0.14126842,0.112257846
-0.42381096,-0.42056656,-0.594399,0.017161917,-0.14126842,0.112257846
-0.46181107,-0.26756656,-0.5753989,0.017161917,-0.14126842,0.112257846
-0.43059444,-0.047078967,-0.47173762,-0.060372673,-0.075923555,0.1515159
