xa,ya,za,xg,yg,zg
0.091492,-0.040395,-0.015692,-0.0097738,0.013106,0.020463
0.016282,-0.094882,0.0047508,-0.012424,0.021055,0.023718
0.023782,-0.085301,0.0074405,-0.010901,0.020199,0.02176
0.040966,-0.072686,0.017125,-0.0094441,0.018304,0.018818
0.040176,-0.041481,0.0091497,-0.011043,0.014383,0.013669
0.03872,0.015769,0.0024446,-0.015166,0.012812,0.011507
0.038975,0.042428,-0.0026502,-0.018764,0.01362,0.012715
0.014294,0.043658,0.013063,-0.018804,0.017431,0.01528
-0.045131,0.020844,0.021156,-0.016218,0.027316,0.018458
-0.077522,0.0079139,-0.015057,-0.014156,0.034431,0.019371
-0.11126,0.016846,-0.033865,-0.014456,0.037772,0.01638
-0.15508,0.017166,-0.036268,-0.018364,0.040908,0.012475
-0.15596,0.040912,-0.042765,-0.023839,0.037343,0.01238
-0.13214,0.080813,-0.033674,-0.02943,0.036675,0.01148
-0.066141,0.079748,-0.013841,-0.032936,0.038181,0.0061767
0.031819,-0.062586,0.0047505,-0.033816,0.032318,0.016862
0.12053,-0.29146,0.015819,-0.012184,0.02626,0.013007
0.10956,-0.28425,0.023498,-0.0035002,0.027729,0.0038028
-0.057273,0.12255,-0.06623,-0.036737,0.043613,0.023615
-0.069098,0.010337,-0.25313,-0.0055126,0.057812,0.016805
-0.217,-0.019885,-0.15393,-0.042569,-0.0082457,0.0075334
-0.28025,-0.071201,0.18171,-0.015786,0.01151,0.031256
-0.39221,-0.34258,0.0072837,0.085629,0.053875,0.0031127
-0.66869,-0.84201,-0.4923,0.47237,0.088177,-0.28496
-0.57958,-0.79622,-0.58003,0.50171,0.09157,-0.32095
0.40992,0.57892,0.45252,-0.11042,0.089598,0.11845
0.91458,1.1982,0.85432,0.32293,0.17446,-0.27493
-0.32574,-2.256,-1.9803,-0.15682,-0.074263,0.14463
1.1335,-1.2657,-1.0996,-0.028118,-0.12503,-0.023311
0.32255,-0.015041,0.63884,0.064795,0.069565,0.031116
0.46823,0.22197,0.56575,0.014024,0.034261,-0.0047715
0.19423,0.014258,0.27879,0.0065972,-0.01112,-0.026006
-0.088683,-0.222,0.021583,0.047134,-0.032494,-0.053468
-0.16383,-0.15791,-0.077574,0.083509,-0.036195,-0.076955
-0.22514,0.067517,-0.10768,0.091244,-0.018956,-0.077305
-0.2737,0.21121,-0.15916,0.062529,-0.0057219,-0.056237
-0.25525,0.27825,-0.16016,0.033978,-0.0099691,-0.040321
-0.14307,0.5126,-0.073712,0.018988,-0.0092645,-0.026409
-0.21332,0.51244,-0.0030711,0.015793,-0.0092645,0.0055494
-0.10681,0.50703,-0.1305,0.0062052,-0.0081992,0.024724
-0.034653,0.52138,-0.20498,-0.0033822,0.0035187,0.028985
-0.038134,0.38428,-0.1622,-0.01297,0.024824,0.032181
-0.12986,0.27712,-0.069836,-0.024715,0.03319,0.033048
-0.21751,0.28155,0.044866,-0.022865,0.032086,0.034359
-0.201,0.31996,0.13674,-0.009716,0.027903,0.033357
-0.16298,0.27888,0.13377,0.010599,0.015,0.031859
-0.12686,0.2185,0.02554,0.0083357,0.0056492,0.026855
-0.10232,0.20396,-0.071431,-0.005178,0.0023255,0.021918
-0.15844,0.19323,-0.093609,-0.024687,0.0056492,0.013006
-0.24755,0.14214,-0.050985,-0.042797,0.010976,0.0066146
-0.17304,0.12479,0.019936,-0.05345,0.0067145,-0.00084222
0.11858,-0.035811,0.030421,-0.059841,0.0013882,-0.0093643
0.0022997,-0.040232,0.041764,-0.070976,-0.0035362,-0.010835
0.016321,-0.15207,0.021109,-0.087538,-0.0081992,-0.023213
0.089634,-0.1119,0.046892,-0.084845,-0.01489,-0.030366
0.0002572,-0.13216,0.1576,-0.064013,-0.003086,-0.034102
-0.019918,-0.080795,0.099934,-0.046032,0.0040773,-0.043359
-0.27272,0.039969,0.1137,-0.02124,0.0096627,-0.033316
-0.36898,-0.054542,0.015278,-0.014875,0.0065029,-0.020001
-0.25869,-0.17717,-0.067464,-0.025277,-0.0044171,-0.010774
-0.18875,-0.28412,-0.043544,-0.035725,-0.0092329,-0.0060712
-0.14009,-0.33366,0.020773,-0.03291,-0.018193,-0.010738
-0.097784,-0.3157,0.047127,-0.021045,-0.021857,-0.018427
-0.26001,-0.36631,0.058855,0.0020965,-0.017997,-0.0095326
-0.24846,-0.39511,-0.015168,0.011558,-0.019687,-0.0053392
0.056971,-0.28399,-0.08988,0.016612,-0.021296,-0.019635
0.13995,-0.28145,0.0031538,0.032601,-0.018488,-0.021458
0.1513,-0.38494,0.064148,0.046212,-0.015417,-0.015116
0.13,-0.36684,0.031592,0.053198,-0.012285,-0.010392
0.083873,-0.27881,0.066247,0.057284,-0.0071807,-0.0050211
0.1187,-0.22437,0.033708,0.060938,-0.0060525,-0.0043158
0.09727,-0.1392,-0.021347,0.06096,-0.011116,-0.0076717
0.090025,-0.11002,-0.11922,0.053531,-0.013311,-0.014696
0.14583,-0.12022,-0.15134,0.047206,-0.014296,-0.020193
0.10585,-0.066396,-0.10552,0.047622,-0.0031259,-0.026192
0.089432,0.0021332,-0.049076,0.052093,0.01784,-0.03307
0.084736,0.051571,-0.0032002,0.053028,0.029829,-0.038864
-0.0045517,0.06724,0.0093391,0.047889,0.031203,-0.034681
-0.086804,0.023948,0.051053,0.042023,0.025802,-0.021869
-0.14158,0.17551,0.099774,0.043183,0.016689,-0.014729
-0.15415,0.29446,0.093283,0.048657,0.0040904,-0.010306
-0.18149,0.37381,-0.053729,0.043568,-0.0062977,-0.0042803
-0.13065,0.41527,-0.14825,0.025995,-0.010769,-0.0013787
-0.052169,0.40235,-0.11659,0.0073121,-0.012334,-0.0048836
-0.038884,0.28329,-0.015575,-0.0033848,-0.021643,-0.0096317
-0.028588,0.20554,0.098528,-0.012642,-0.02879,-0.010827
0.043009,0.2053,0.051523,-0.020483,-0.014408,-0.012694
0.09529,0.21767,0.014598,-0.016944,-4.6336e-05,-0.016574
0.059462,0.17335,-0.035563,-0.007538,0.0016163,-0.018476
-0.06833,0.14866,-0.11322,-0.0058592,0.006958,-0.020479
-0.23493,0.11903,-0.095247,-0.012935,0.012368,-0.023451
-0.35832,0.033673,-0.047818,-0.019014,0.012023,-0.019721
-0.3418,-0.023573,0.05416,-0.017951,0.018411,-0.012632
-0.22629,0.028375,0.031286,-0.01145,0.01666,-0.0090652
-0.25358,0.0022893,0.092414,-0.0087022,-0.0032353,-0.011783
-0.16945,0.033434,0.01458,-0.021096,-0.013289,-0.014831
-0.078459,0.0025485,-0.067535,-0.034693,-0.013651,-0.0081786
-0.047107,-0.094535,0.012466,-0.03343,-0.008594,-0.0021094
-0.0040236,-0.11302,0.049007,-0.028157,-0.00016872,0.00074177
-0.0011616,-0.13472,0.049544,-0.023949,0.00071069,0.0045446
0.0018696,-0.12549,0.01881,-0.019021,-0.005743,0.0067124
0.012046,-0.10027,0.0040635,-0.01444,-0.015158,0.0076637
0.067647,-0.082343,-0.021715,-0.013166,-0.022028,0.0084361
0.078759,-0.085744,-0.043492,-0.014123,-0.022481,0.010108
0.060805,-0.09163,-0.062203,-0.014355,-0.023444,0.0094827
0.068559,-0.085866,-0.075253,-0.013589,-0.01981,0.0088257
0.056264,-0.084057,-0.055504,-0.0072601,0.007711,0.0087744
0.015967,-0.056695,-0.043449,-0.0064425,0.0098452,0.0086823
-0.018691,-0.050625,-0.039413,-0.0051562,0.011554,0.0091232
-0.012388,-0.035849,0.020001,-0.0037232,0.011602,0.0096541
0.0030214,-0.039006,0.065953,0.00045091,0.0091155,0.010703
0.015147,-0.053487,0.065688,0.0058691,0.007211,0.010612
0.050422,-0.018711,0.027191,0.0089076,0.0066879,0.0046036
0.052947,0.0058541,-0.010813,0.010653,0.0092148,0.0013337
-0.0032561,0.0059244,-0.011672,0.010451,0.0141,-0.001333
-0.025182,-0.0013322,-0.0058277,0.010374,0.015514,-0.0038987
-0.040479,0.028263,0.029253,0.010859,0.016157,-0.009009
-0.10208,0.036505,0.045671,0.012539,0.0097441,-0.010573
-0.11553,-0.019288,0.007571,0.0091306,-0.0020291,-0.011489
-0.12663,-0.045812,-0.010033,0.0059128,-0.0060226,-0.01008
-0.13159,-0.06679,-0.03033,0.0076662,-0.010372,-0.0094586
-0.039526,0.0042028,0.0088484,0.011799,-0.0038486,-0.01175
-0.029815,0.006987,0.00013571,0.011531,0.008845,-0.011495
-0.03109,-0.027124,-0.010507,0.0083357,0.013106,-0.0051033
0.027993,0.035328,-0.0064915,0.0070699,0.0089847,-0.0052339
0.00079942,0.059646,-0.0055707,0.0053926,0.0049894,-0.0050721
-0.03898,0.058108,0.027443,0.0036343,0.0026913,-0.0060345
-0.066416,0.079232,0.046309,0.0074338,0.0091356,-0.0062034
-0.05795,0.058325,-0.018182,0.0048325,0.0065591,-0.0073835
-0.029006,0.057391,-0.023033,0.0027975,0.0078828,-0.0083017
0.0058274,0.053024,-0.012143,0.00087884,0.0077798,-0.0061685
-0.0038563,0.046326,0.015469,0.0007462,0.0070908,-0.0011931
0.022662,0.048484,0.015159,-0.00018642,0.004584,-0.0019075
0.1225,0.12439,0.0083593,0.00099702,0.012715,-0.0048666
-0.0050957,0.037104,0.020396,0.00069821,0.015417,0.0018608
-0.030097,-0.027143,-0.037641,-0.0012464,0.015657,0.0026742
-0.030121,-0.05007,0.0055029,-0.00016025,0.00948,-0.0010765
-0.053329,-0.046626,-0.024287,-0.0013489,0.010259,-0.00067753
-0.054297,-0.037077,-0.016453,-0.0019603,0.013852,0.00039733
0.0053558,-0.039939,-0.017091,-0.0047387,0.014262,-0.0023561
0.0068188,-0.0024593,-0.0096817,-0.0073173,0.016234,-0.0052804
-0.067266,0.033111,0.036651,-0.010839,0.015237,0.00022304
-0.13384,0.010762,0.033116,-0.011027,0.015148,0.0050945
-0.19803,-0.061713,0.0085126,-0.0082663,0.014431,0.0082587
0.00051119,0.040073,-0.012627,-0.0055127,0.0024534,0.0012883
-0.023208,-0.052057,-0.0097504,-0.0055529,-0.014552,-0.0014624
0.023598,-0.044108,0.095805,-0.016165,-0.029504,-0.0029728
-0.023841,-0.10809,0.11713,-0.020894,-0.01862,0.0022381
0.14757,0.004877,0.048444,-0.01187,0.0051405,-0.001727
0.083732,-0.060194,-0.044235,-0.004724,0.010591,0.0049299
0.031629,-0.085584,-0.08606,0.00412,0.015661,0.0074874
0.0050735,-0.015705,-0.091411,0.013124,0.014359,0.0010445
-0.050354,-0.014693,-0.050706,0.014905,0.016536,-0.0063653
-0.15385,-0.043891,-0.0089769,0.014381,0.019273,-0.0081342
-0.15417,-0.046902,0.059458,0.016604,0.019501,-0.0093507
-0.1226,-0.029613,0.049756,0.01789,0.019587,-0.0069094
-0.047054,-0.027751,0.031677,0.017906,0.018611,-0.0036875
-0.00010492,0.005134,0.04882,0.018018,0.018377,0.00053361
0.031394,0.028149,0.047306,0.017306,0.018848,0.0027635
0.030836,0.020634,0.048234,0.020848,0.021855,0.0018334
0.023932,0.051273,0.016706,0.019774,0.020449,0.0004582
-0.0021224,0.065711,-0.015986,0.015409,0.013321,-0.00040126
-0.024835,0.050616,-0.0038592,0.012854,0.005322,-0.00231
-0.014512,0.034727,-0.0031498,0.0093265,-0.0010331,-0.0031594
0.0053069,0.042035,-0.028965,0.0067189,-0.0077886,-0.0022267
