xa,ya,za,xg,yg,zg
-0.14315,0.03291,0.18196,0.0086987,-0.029499,0.0061881
-0.12562,0.026066,0.19361,0.0072716,-0.033241,0.0050071
-0.12363,0.025082,0.19209,0.006326,-0.032426,0.0055754
-0.11218,0.025471,0.20012,0.0074673,-0.032009,0.0048973
-0.13291,0.011698,0.16988,0.0053405,-0.032446,0.0042669
-0.11809,0.0096556,0.15752,0.0039418,-0.03146,0.0038033
-0.12026,0.013722,0.16306,0.0063427,-0.035461,0.0050552
-0.11617,0.0096092,0.16507,0.0048136,-0.037243,0.0048824
-0.12177,0.011532,0.15508,0.0030603,-0.034372,0.0044023
-0.11579,0.016445,0.16336,0.0026759,-0.035431,0.004896
-0.11467,0.0072884,0.18905,0.0030301,-0.032602,0.0029313
-0.12807,0.016617,0.20312,-9.2053e-05,-0.034133,0.0018951
-0.11868,0.0064516,0.19207,0.00075747,-0.028277,0.0025229
-0.12977,0.013238,0.18697,0.0044092,-0.029068,0.0039218
-0.13471,0.0019307,0.18431,0.0019526,-0.029446,0.0049114
-0.13359,0.0051166,0.18166,0.0038687,-0.028074,0.0045317
-0.13288,0.015644,0.18611,0.0016718,-0.028005,0.0075963
-0.13557,0.012894,0.17503,0.00022282,-0.032025,0.0073149
-0.10627,0.012661,0.18543,0.0012737,-0.030809,0.006791
-0.11272,0.0057187,0.20234,0.0003821,-0.033192,0.0059457
-0.11444,-0.0010279,0.19911,0.0030206,-0.031192,0.0029439
-0.10895,-0.012271,0.19159,-0.00034863,-0.031363,0.0033093
-0.1213,-0.0029823,0.19247,0.0039371,-0.030529,0.0050554
-0.12316,0.0012566,0.18491,0.0019226,-0.029667,0.0057441
-0.12755,-0.0030748,0.17374,0.0048309,-0.032745,0.0074186
-0.13601,2.8014e-05,0.17205,0.0067509,-0.034884,0.0060815
-0.12039,0.0090681,0.18475,0.0043365,-0.039996,0.0054621
-0.11694,0.018237,0.19741,0.0050297,-0.038804,0.0043567
-0.11264,0.024072,0.1815,0.0028637,-0.040075,0.0049453
-0.11008,0.035804,0.17292,6.2558e-07,-0.030347,0.0044048
