xa,ya,za,xg,yg,zg
-0.036715,-0.047049,0.091413,0.00070574,0.023799,0.0032424
-0.061925,-0.015482,0.046068,0.013894,0.029037,0.0065004
-0.019966,-0.0067338,0.035153,0.026032,0.028306,0.0064896
-0.012436,0.014789,0.0069085,0.028403,0.032321,0.0075035
-0.0027422,0.0054535,-0.014563,0.024547,0.02946,0.0075849
0.012523,0.016863,-0.024371,0.021578,0.025363,0.007304
-0.013996,0.024263,-0.029587,0.016204,0.017582,0.003998
0.0056203,0.025532,-0.015018,0.013354,0.007836,0.0020495
0.02543,0.01599,-0.0080665,0.012229,5.6415e-05,0.0010041
0.02568,0.01892,0.013158,0.010219,0.0017457,-3.2915e-05
0.023243,0.013296,-0.015035,0.010293,0.0046239,4.6605e-05
0.026465,0.025046,-0.034217,0.0081626,0.0067544,0.0011119
0.012892,0.036955,0.016316,0.0071769,0.0058118,-0.00087545
-0.0096852,0.052023,0.0066061,0.0061216,0.0055799,-0.001012
-0.0040697,0.031381,0.011471,0.0058847,0.0074136,-0.001905
0.0021311,0.017458,0.031689,0.0070973,0.008885,-0.0020839
-0.00948,-0.0016912,0.014196,0.0081223,0.0097313,-0.0011899
0.00022068,-0.012524,-0.0080032,0.0081527,0.012773,0.0008424
0.0031346,0.023623,0.019572,0.0082279,0.01236,0.0011594
0.02306,0.021561,0.014491,0.0071157,0.0091578,0.0010386
0.019641,0.020392,-0.022402,0.0080844,0.0070103,0.002134
0.0017356,0.023928,-0.02647,0.0074732,0.0039597,0.0014015
-0.013807,0.034626,-0.05059,0.0054598,0.0034577,0.0002237
-0.013609,0.018429,-0.02482,0.0042405,0.0030318,-1.5993e-05
-0.025089,-0.0088603,-0.014227,0.002914,0.000673,9.1344e-05
-0.053955,-0.052604,0.035188,0.00341,-0.0014235,-0.00083488
-0.052145,-0.066629,0.050433,0.0048954,0.0041886,-0.00095785
-0.037691,-0.064321,0.043057,0.0039409,0.0097473,-0.0019556
-0.049849,-0.047888,0.016774,0.0019127,0.014878,-0.001231
-0.046067,0.012764,0.01918,0.00070574,0.015277,4.6605e-05
-0.052959,0.026757,0.035625,-0.0012483,0.013029,-0.001526
-0.056802,0.038096,0.028197,-0.0012706,0.0062298,-0.0040717
-0.042399,0.02641,-0.012407,-0.0038402,-0.00074763,-0.0032816
-0.045508,0.011255,-0.0033427,-0.007188,-0.0048683,-0.0040329
-0.034931,0.019491,-0.015791,-0.00865,-0.0093391,-0.0033477
-0.034005,0.029495,-0.012454,-0.010336,-0.013512,-0.0037871
-0.020124,0.034813,0.020301,-0.012207,-0.016815,-0.0045332
-0.01633,0.023963,0.020131,-0.0098942,-0.019573,-0.0026061
-0.019524,0.022672,-0.0097145,-0.0078696,-0.019146,-0.0020482
-0.012877,0.019746,-0.018629,-0.0078426,-0.017909,-0.0013646
-0.012635,0.0044781,-0.0026169,-0.0072988,-0.01711,0.00052117
0.018678,0.022841,0.0068617,-0.006119,-0.016135,0.0011411
0.020784,0.070489,0.012519,-0.0047167,-0.014226,0.0013107
0.022971,0.055949,0.011089,-0.0055884,-0.017608,-9.7891e-05
