xa,ya,za,xg,yg,zg
3.6008794,-2.735136,10.28166,-0.0154238929972052,0.0694838762283325,0.0125223686918616
-0.980665,-2.2984338,5.0105853,-0.0068720318377017,0.0609320141375064,0.0039705070666968
-3.5702336,-2.9113493,4.213795,0.0004581354442052,0.051158457994461,-0.0009162708884105
-5.133168,-2.1758504,1.0726024,0.0053449133411049,0.0389415137469768,-0.0021379655227065
-1.7851168,-1.6089035,-0.72017586,0.0102316914126276,0.0242811776697635,-0.0033596600405871
-0.8350976,-1.4556746,-0.70485294,0.0163401644676923,0.008399149402976,-0.0082464376464486
1.0189722,-1.0342952,-0.13024458,0.0187835525721311,-0.0087045738473534,-0.0143549107015132
1.7238252,-0.49799395,1.616565,0.0224486365914344,-0.0282516852021217,-0.0241284668445587
3.5472493,-0.61291564,2.3444023,0.0248920265585184,-0.0270299911499023,-0.0241284668445587
6.51989,-0.96534216,4.2750864,0.0224486365914344,-0.0221432130783796,-0.0204633828252553
9.163089,-0.061291564,5.77673,0.0187835525721311,-0.0270299911499023,-0.0229067727923393
7.3779716,0.22218192,6.083188,0.0151184694841504,-0.023364907130599,-0.0180199947208166
3.9839516,0.06895301,6.0908494,0.013896775431931,-0.0160347409546375,-0.0106898266822099
2.4056938,0.29113492,5.14083,0.0077883023768663,-0.0050394898280501,-0.0058030490763485
1.9689915,0.6895301,4.006936,0.0029015245381742,0.0047340663149952,-0.0033596600405871
1.3484144,-0.21452048,6.0525417,-0.0117588099092245,0.0047340663149952,-0.0009162708884105
1.0189722,-0.6052542,9.201396,-0.0093154208734631,0.0047340663149952,-0.0009162708884105
2.336741,-0.2681506,13.399869,-0.0032069480512291,0.009620844386518,-0.0021379655227065
3.884353,-0.038307227,8.864292,-0.0068720318377017,0.008399149402976,-0.0009162708884105
3.7924156,0.19919759,6.7803793,-0.0117588099092245,0.0035123717971146,-0.0009162708884105
4.2521024,-0.96534216,6.642473,-0.0117588099092245,0.0022906772792339,0.0003054236294701
4.1525035,-1.9230229,8.596142,-0.0129805039614439,0.0010689827613532,0.0003054236294701
3.4246664,-1.685518,10.373597,-0.0166455879807472,-0.0025961007922887,0.0003054236294701
3.6162024,-1.1415554,9.369947,-0.0215323660522699,-0.0025961007922887,0.0015271181473508
5.7001157,-1.616565,6.803364,-0.0264191441237926,-0.0062611843459308,0.0015271181473508
4.9876013,-1.0342952,3.2561142,-0.0215323660522699,-0.0111479628831148,0.0027488125488162
6.313031,-1.616565,2.6048913,-0.0154238929972052,-0.0135913519188761,0.0003054236294701
10.450212,-2.4593241,5.6924543,-0.0105371149256825,-0.0184781290590763,-0.0009162708884105
10.090124,-1.7621324,7.6614456,-0.0068720318377017,-0.0282516852021217,-0.0033596600405871
9.530838,-2.114559,3.953306,-0.0044286428019404,-0.0343601591885089,-0.0082464376464486
8.11347,-1.8770542,1.685518,0.013896775431931,-0.0258082970976829,-0.0094681326299905
6.8186865,-2.0379443,1.3943831,0.012675080448389,-0.0221432130783796,-0.0131332157179713
8.963891,-2.7121518,-7.4469247,0.0016798300202935,-0.0294733811169862,-0.0131332157179713
9.768343,-2.1911733,2.6585217,0.0077883023768663,-0.023364907130599,-0.0155766047537326
8.772355,-2.2141576,6.6348114,0.0114533863961696,-0.0331384651362896,-0.0058030490763485
6.9182854,-1.9996372,3.9073372,-0.0019852535333484,-0.0392469353973865,0.0088572856038808
7.086837,-2.2448034,1.976653,-0.0044286428019404,-0.0404686294496059,0.0125223686918616
7.9142733,-2.6738446,4.1295195,0.0029015245381742,-0.0453554093837738,0.0100789796561002
10.572794,-2.5129542,13.767618,0.0175618585199117,-0.0526855774223804,0.0027488125488162
5.4779334,-2.9343338,1.8081012,0.0200052484869956,-0.0551289655268192,0.0027488125488162
4.3057323,0.2528277,-1.7774553,0.0029015245381742,-0.0551289655268192,0.0174091476947069
4.0835505,-0.5363012,-2.9419951,-0.0264191441237926,-0.0416903272271156,0.040621344000101
3.1565156,-1.8923771,0.1685518,-0.0374143943190574,0.1611109673976898,0.0565033704042434
2.3060951,-2.2448034,0.44436383,-0.0765086188912391,0.051158457994461,0.0931542068719863
13.384546,-2.3903708,3.5166035,-0.0642916709184646,0.1000262349843978,0.0833806544542312
5.5162406,-2.237142,7.324342,-0.0545181185007095,-0.0172564350068569,0.0711637064814567
8.412268,0.1838747,9.982863,-0.0716218426823616,0.0132859274744987,0.0894891247153282
6.7957025,-5.179137,-4.834372,-0.0032069480512291,0.1977618038654327,0.0186308417469263
7.7074146,-6.4815826,4.4666224,0.0236703306436538,0.1904316395521164,-0.019241688773036
4.66582,-6.267062,-0.8657434,0.0407740548253059,0.1488940119743347,-0.0534491352736949
4.6351748,-4.765419,0.20685902,0.0554343871772289,0.1232384368777275,-0.0864348858594894
4.244441,-4.7424345,-0.8657434,0.0688730254769325,0.1330119967460632,-0.1255291104316711
4.796065,-4.734773,1.769794,0.0871984437108039,0.157445877790451,-0.1646233350038528
12.45751,-3.4936192,-1.1798626,0.1006370857357978,0.1476723253726959,-0.3026748299598694
5.0795383,-4.4436383,0.076614454,0.1079672500491142,0.1794363856315612,-0.1963873952627182
4.9186482,-3.4936192,1.2105083,0.1201841980218887,0.1745496094226837,-0.2354816198348999
5.002924,-2.114559,0.3217807,0.1140757277607917,0.1598892658948898,-0.2794626355171203
5.93762,-1.9460073,0.5439626,0.111632339656353,0.0462716780602932,-0.294122964143753
7.508217,-3.0875626,-0.8504205,0.1446180939674377,-0.0343601591885089,-0.2660239934921264
4.7884035,-6.7573953,-0.12258313,0.0994153916835784,0.1146865710616111,-0.3087832927703857
0.4213795,-15.192647,5.2021213,0.0310004986822605,-0.2249445021152496,-0.1963873952627182
6.604166,-12.334928,-0.41371804,0.1531699448823928,-0.1101052165031433,-0.2440334856510162
5.8150373,-10.38892,-0.7354988,-0.1644706279039383,-0.254265159368515,-0.0803264155983924
4.573883,-7.7993517,1.8540697,-0.1559187620878219,-0.2762556672096252,0.0797155648469924
2.6431985,-3.0186095,1.7391481,0.035887274891138,-0.2457133084535598,0.277630090713501
4.888002,-0.22984336,0.6742072,0.210589587688446,-0.1895153671503067,0.3973561525344848
4.8956633,-6.703765,0.93469644,0.2423536479473114,-0.2237228155136108,0.2458660155534744
4.642836,-8.680418,1.6778567,0.1067455559968948,-0.2334963679313659,-0.1426328420639038
3.6008794,-9.101797,0.9576807,0.0114533863961696,-0.000152711814735,-0.4969242513179779
4.3057323,-7.132806,0.24516626,-0.0459662564098835,0.1769929975271225,-0.6911736726760864
4.213795,-6.0908494,0.8963891,-0.1058292910456657,0.1122431829571724,-0.7033905982971191
4.2521024,-6.175125,0.9959879,-0.1461452096700668,-0.2127275615930557,-0.6142069101333618
4.244441,-7.224743,1.0649409,-0.2512109279632568,-0.6697940230369568,-0.4419479966163635
3.7234623,-7.5005555,1.2717999,-0.3965925872325897,-1.109604001045227,-0.2318165302276611
4.0529046,-6.6654572,0.6895301,-0.5248705148696899,-1.3991456031799316,-0.1010952219367027
4.2521024,-6.657796,1.1568782,-0.6714738607406616,-1.2965233325958252,-0.0448972731828689
3.7924156,-6.8569937,0.72017586,-0.8009734749794006,-0.8322793841362,-0.0180199947208166
4.0758886,-6.742072,0.7891289,-0.8412894010543823,-0.3715478479862213,0.0247393138706684
4.336378,-6.4432755,0.9576807,-0.8339592218399048,-0.0881147161126136,0.0846023485064506
3.8307228,-6.9182854,0.6818687,-0.755770742893219,0.0022906772792339,0.1530172377824783
4.6811433,-7.1787744,0.79679036,-0.617719292640686,0.0279462616890668,0.19211146235466
4.091212,-6.4049683,-0.13024458,-0.4723376333713531,0.0438282899558544,0.1603474020957946
4.0835505,-6.1598024,0.52097833,-0.3746020793914795,0.0193943995982408,0.0491732060909271
4.6121902,-6.2823853,0.29879636,-0.2890834510326385,0.07437065243721,-0.0754396393895149
4.7194505,-6.925947,0.6052542,-0.1766875684261322,0.1391204595565796,-0.1597365587949752
3.9609673,-6.0602036,0.4367024,-0.027640838176012,0.1794363856315612,-0.1792836636304855
4.114196,-6.611827,0.6435614,0.0371089726686477,0.2771719396114349,-0.1548497825860977
4.3057323,-6.588843,0.8350976,0.0566560849547386,0.3590254783630371,-0.0522274412214756
0.842759,-7.998549,0.92703485,0.0908635333180427,0.2576248347759247,0.1420219838619232
1.0802639,-7.975565,0.9576807,0.0077883023768663,0.1061347126960754,0.3362714052200317
1.2334927,-8.11347,0.980665,-0.2011214643716812,-0.0123696569353342,0.487761527299881
0.57460845,-7.84532,0.6512228,-0.5053234100341797,-0.1247655525803566,0.6856760382652283
0.34476504,-7.7227373,0.6742072,-0.8046385645866394,-0.2090624719858169,0.8493831157684326
-0.29113492,-7.6231384,0.6512228,-0.9927794933319092,-0.1345391124486923,0.9397885203361512
-0.2528277,-7.768706,0.81211317,-1.0894460678100586,0.0963611528277397,0.9923213720321656
-0.4520253,-7.7303987,0.6895301,-0.8315158486366272,0.1073564067482948,0.9727742671966552
-0.5056554,-7.8836274,0.46734822,-0.5346440672874451,0.2124221324920654,0.9947647452354432
-0.7278373,-7.9525805,0.2681506,-0.1705790907144546,0.1782146841287613,1.0424108505249023
-0.39839518,-7.975565,-0.099598795,0.2680092453956604,-0.0404686294496059,0.8872556686401367
-0.038307227,-8.174762,-0.29113492,0.6833853721618652,-0.2139492481946945,0.5806103348731995
0.36008793,-7.8912888,-0.41371804,1.1977187395095823,-0.0991099700331687,0.0039705070666968
0.34476504,-7.8912888,-0.55162406,1.2575818300247192,0.0951394587755203,-0.4175141155719757
0.52097833,-7.7610445,-0.26048917,1.3992983102798462,0.1598892658948898,-0.8866447806358337
0.79679036,-7.7916903,-0.16089036,1.543458342552185,0.1757712960243225,-1.2446012496948242
0.8657434,-8.00621,0.20685902,1.615538239479065,0.241742804646492,-1.3081294298171997
0.63589996,-7.837659,0.40605658,1.583774209022522,0.3077143132686615,-1.0882244110107422
0.5899313,-7.753383,0.06895301,1.6192033290863037,0.3736858069896698,-0.8389987349510193
0.49799395,-7.975565,-0.52863973,1.661962628364563,0.6730009913444519,-0.5628957748413086
0.39073372,-8.289684,-0.9883265,1.6729578971862793,-0.0612374395132064,-0.1462979167699813
0.9040506,-8.297346,-0.8963891,1.703500270843506,-0.5329642295837402,-0.1829487532377243
