xa,ya,za,oraa
-0.54293144,5.51749,5.664649,19:54:24.969
-0.65407807,5.5098333,5.6225348,19:54:24.991
-0.76127654,5.508876,5.535436,19:54:25.010
-0.83126664,5.5194044,5.5813785,19:54:25.031
-0.8216953,5.5040903,5.756653,19:54:25.050
-0.7249056,5.4963136,5.720282,19:54:25.070
-0.72969127,5.560561,5.7030535,19:54:25.091
-0.80829555,5.599803,5.6311493,19:54:25.110
-0.88773715,5.62086,5.5402217,19:54:25.131
-0.945165,5.6457453,5.5440507,19:54:25.152
-0.88965154,5.6802025,5.58425,19:54:25.171
-0.74404824,5.599803,5.6263638,19:54:25.190
-0.6808777,5.515576,5.6043496,19:54:25.212
-0.727777,5.4503717,5.5277796,19:54:25.233
-0.9030513,5.418786,5.4166327,19:54:25.253
-1.0295119,5.4207006,5.360162,19:54:25.273
-1.0677971,5.424529,5.4099326,19:54:25.294
-1.0476973,5.359444,5.434818,19:54:25.312
-0.9662218,5.335516,5.5411787,19:54:25.332
-1.0295119,5.320202,5.650292,19:54:25.353
-1.1060822,5.3230734,5.609135,19:54:25.372
-1.149153,5.3814583,5.561279,19:54:25.395
-1.1070393,5.499185,5.677211,19:54:25.414
-0.863809,5.5385466,5.8131237,19:54:25.436
-0.69044894,5.6084175,5.931927,19:54:25.453
-0.6406783,5.65436,5.795895,19:54:25.474
-0.565065,5.6256456,5.723153,19:54:25.494
-0.54675996,5.7213583,5.4981084,19:54:25.514
-0.5918647,5.65436,5.593821,19:54:25.534
-0.61005014,5.64766,5.705925,19:54:25.554
-0.69140613,5.62756,5.8514085,19:54:25.574
-0.78424764,5.595975,5.861937,19:54:25.596
-0.8609376,5.6084175,5.6617775,19:54:25.613
-0.98249304,5.6179886,5.432904,19:54:25.635
-0.86572325,5.6017175,5.433861,19:54:25.654
-0.6349355,5.5098333,5.532565,19:54:25.674
-0.5285745,5.463771,5.634021,19:54:25.698
-0.4989035,5.476214,5.628278,19:54:25.716
-0.54963136,5.4350576,5.5813785,19:54:25.736
-0.5669793,5.4293146,5.5593643,19:54:25.754
-0.50943196,5.462814,5.5727644,19:54:25.775
-0.48358947,5.4857855,5.5383077,19:54:25.795
-0.406062,5.387201,5.493323,19:54:25.816
-0.22791636,5.1755557,5.3352766,19:54:25.838
-0.58995044,5.618946,5.179145,19:54:25.856
-1.5915861,6.0958357,4.458068,19:54:25.877
-0.76893353,5.953223,5.215516,19:54:25.896
-0.6636494,6.460741,5.4262037,19:54:25.918
-1.3253844,5.703173,4.6409993,19:54:25.937
-0.60717875,5.304888,4.9119864,19:54:25.956
-0.7316055,5.523233,4.793302,19:54:25.976
-0.9317652,5.490571,4.879444,19:54:25.998
-1.15681,5.611289,5.188716,19:54:26.016
-1.3282559,5.5423756,5.571807,19:54:26.037
-1.5868003,5.671588,5.7537813,19:54:26.057
-1.6451852,5.7664633,6.0199833,19:54:26.076
-1.4163117,5.684988,6.1531434,19:54:26.099
-1.4297116,5.6495743,5.9883976,19:54:26.117
-1.4642879,5.7741203,5.413761,19:54:26.137
-1.1606386,5.515576,5.105446,19:54:26.156
-0.11880365,4.9744387,4.7347975,19:54:26.176
0.4883751,5.096114,4.4705105,19:54:26.198
0.34193435,5.153542,4.415954,19:54:26.217
-0.7430911,6.107321,4.7099123,19:54:26.237
-2.1844077,6.2251673,5.175317,19:54:26.257
-2.7751956,6.5066833,4.9483576,19:54:26.276
-2.8939993,6.048936,5.3553762,19:54:26.298
-2.087618,6.0307508,6.074539,19:54:26.317
-2.5885556,5.453243,5.7882385,19:54:26.338
-2.1796222,5.805706,5.536393,19:54:26.363
-2.6900113,5.9541802,5.1456456,19:54:26.376
-2.5866413,6.2806807,5.070989,19:54:26.398
-2.6708686,6.3936224,5.2788057,19:54:26.417
-2.5252652,6.161877,5.1542597,19:54:26.438
-2.3998816,6.062336,5.118846,19:54:26.457
-2.4046671,6.1025352,5.0154757,19:54:26.479
-2.4228525,6.1389065,4.982814,19:54:26.498
-2.3635106,6.019265,4.8832726,19:54:26.519
-2.433381,5.905247,4.76734,19:54:26.538
-2.5424936,5.867919,4.6084566,19:54:26.557
-2.5933414,5.8612194,4.467639,19:54:26.582
-2.747439,5.9215183,4.325984,19:54:26.598
-2.9303703,6.0441504,4.376712,19:54:26.620
-2.9064422,6.0652075,4.3028936,19:54:26.639
-2.7952952,6.048936,4.2722654,19:54:26.658
-2.746482,6.0307508,4.196652,19:54:26.679
-2.942813,6.107321,4.068277,19:54:26.700
-3.2377286,6.222296,3.9572504,19:54:26.721
-3.6964326,6.3888364,3.6105301,19:54:26.738
-4.0948377,6.4932833,3.4325042,19:54:26.760
-4.0823946,6.4157553,3.3366714,19:54:26.779
-4.478885,6.4971113,2.6883361,19:54:26.801
-4.9720464,6.781499,2.312065,19:54:26.820
-4.950032,6.3428946,3.174797,19:54:26.841
-5.988158,6.7030144,3.70062,19:54:26.860
-6.5320473,7.0563145,1.7910278,19:54:26.878
-5.07075,6.545925,2.7285357,19:54:26.900
-4.484628,6.4770117,2.9009385,19:54:26.920
-4.8399625,6.3448086,3.157569,19:54:26.940
-4.3581676,6.3562946,3.0742984,19:54:26.961
-3.41396,6.1350775,3.4036705,19:54:26.980
-2.8672,5.5289755,4.4628534,19:54:27.001
-2.7972097,5.050052,4.907201,19:54:27.019
-2.2159932,5.583532,5.5316076,19:54:27.084
-1.3349558,5.516533,6.312027,19:54:27.096
-0.76701933,4.814479,6.2431135,19:54:27.098
-0.52666026,4.1230726,5.789195,19:54:27.099
-1.0898111,5.156413,5.7901525,19:54:27.119
-1.2171092,5.284788,6.162715,19:54:27.145
-1.0668399,5.0683575,6.336912,19:54:27.165
-1.4115262,5.1200423,6.467201,19:54:27.184
-1.5121443,5.057829,6.3829737,19:54:27.202
-1.7056041,5.212884,6.1684575,19:54:27.221
-1.1386247,5.360401,5.855237,19:54:27.241
-2.4812374,7.31785,4.9607997,19:54:27.260
-3.1946576,5.934918,5.2078586,19:54:27.281
-1.410569,4.52052,5.6579485,19:54:27.301
-0.2260021,4.1307297,5.796852,19:54:27.320
0.34672,4.1720057,6.1445293,19:54:27.340
0.40031925,4.72068,6.376274,19:54:27.365
-1.0878968,5.5356755,6.642476,19:54:27.383
-2.0828326,5.3106303,6.1694145,19:54:27.400
-1.9899911,4.869155,5.989355,19:54:27.422
-1.6941185,4.835655,5.9414983,19:54:27.443
-1.7190039,5.124828,5.773881,19:54:27.463
-1.9631915,5.132485,5.5899925,19:54:27.487
-2.100061,5.034738,5.5804214,19:54:27.502
-1.9871196,5.0242095,5.711668,19:54:27.523
-1.8367306,5.058786,5.843752,19:54:27.543
-1.7601602,5.1209993,5.729853,19:54:27.567
-1.7697318,4.9868817,5.7183676,19:54:27.583
-1.7754743,4.901697,5.723153,19:54:27.604
-1.7362323,4.9064827,5.90417,19:54:27.626
-1.7735602,4.976353,6.090811,19:54:27.645
-1.771646,5.1698127,5.9481983,19:54:27.665
-1.7515461,5.2358546,5.608178,19:54:27.689
-1.8568305,5.34413,5.2768917,19:54:27.704
-1.7304894,5.1267424,5.501937,19:54:27.727
-1.7994027,5.0127244,5.9443693,19:54:27.745
-1.7611176,5.149713,6.0391254,19:54:27.765
-1.6241283,5.36423,5.7030535,19:54:27.785
-1.7304894,5.4570713,5.4837513,19:54:27.805
-1.897987,5.5567327,5.3438907,19:54:27.826
-1.9430916,5.561518,5.5507503,19:54:27.850
-1.9277775,5.555775,5.6330633,19:54:27.870
-1.8807588,5.5538607,5.692525,19:54:27.888
-2.0100906,5.4714284,5.7729244,19:54:27.907
-2.1451654,5.5500326,5.548836,19:54:27.927
-2.094318,5.2741404,5.6043496,19:54:27.948
-2.0971894,5.3087163,5.675297,19:54:27.980
-1.8817158,5.2790456,5.794938,19:54:27.988
-1.8348165,5.365187,5.7355957,19:54:28.007
-1.5839291,5.253083,5.5258646,19:54:28.028
-1.6040287,5.4465427,5.2606206,19:54:28.049
-1.4009976,5.3919864,5.2357354,19:54:28.067
-1.2918849,5.4484572,5.3917475,19:54:28.086
-1.2285948,5.463771,5.560322,19:54:28.105
-1.3416556,5.3824153,5.704968,19:54:28.127
-1.4134403,5.257869,5.649335,19:54:28.146
-1.4681164,5.2502117,5.5660644,19:54:28.170
-1.4134403,5.2511687,5.6541204,19:54:28.186
-1.4134403,5.312545,5.855237,19:54:28.207
-1.3866408,5.415915,5.802595,19:54:28.227
-1.410569,5.35083,5.726982,19:54:28.248
-1.5485151,5.2588263,6.0888963,19:54:28.267
-1.5379868,5.187999,6.336912,19:54:28.287
-1.4383256,5.2396836,5.96447,19:54:28.306
-1.3703696,5.443671,5.059504,19:54:28.328
-1.3722837,5.6313887,4.67737,19:54:28.346
-1.432583,5.606503,4.812445,19:54:28.369
-1.5370297,5.5375896,5.49428,19:54:28.386
-1.5485151,5.603632,5.9654264,19:54:28.406
-1.5820147,5.26744,6.2919273,19:54:28.427
-1.6825132,5.411129,6.133044,19:54:28.453
-1.5456438,5.428357,5.976912,19:54:28.469
-1.5676577,5.4484572,6.2431135,19:54:28.487
-1.6442282,5.18417,6.7180886,19:54:28.507
-1.5657436,4.902654,6.5456867,19:54:28.527
-1.5236299,5.1439705,5.8600225,19:54:28.548
-1.4498112,5.3575296,5.4492946,19:54:28.568
-1.4134403,5.494399,5.2759347,19:54:28.593
-1.4210974,5.4589853,5.3410196,19:54:28.607
-1.3722837,5.2090554,5.8054667,19:54:28.630
-1.2507284,4.718766,6.4356165,19:54:28.651
-1.1175678,5.0760145,6.389674,19:54:28.667
-1.148196,5.189913,6.1502724,19:54:28.688
-1.104168,5.1458845,5.8370514,19:54:28.708
-1.1108679,5.1745987,5.6053066,19:54:28.733
-1.1424532,5.2597833,5.5220366,19:54:28.749
-1.255514,5.3029737,5.5746784,19:54:28.772
-1.3895121,5.318288,5.5966926,19:54:28.788
-1.4498112,5.394858,5.5823355,19:54:28.808
-1.4038692,5.425486,5.610092,19:54:28.831
-1.2851851,5.3891153,5.76431,19:54:28.849
-1.1118251,5.294359,6.041997,19:54:28.868
-0.93272233,5.105685,6.2852273,19:54:28.890
-0.81882393,5.1123853,6.191429,19:54:28.910
-0.73543406,5.213841,5.8006806,19:54:28.929
-0.73256266,5.3479586,5.503851,19:54:28.949
-0.7804191,5.4226146,5.398447,19:54:28.968
-0.8580662,5.4503717,5.3783474,19:54:28.990
-0.92410815,5.483871,5.556493,19:54:29.013
-1.0025927,5.499185,5.6858253,19:54:29.032
-1.0314262,5.5270615,5.8360944,19:54:29.057
-1.0333405,5.479085,6.036254,19:54:29.070
-1.0457832,5.4053864,6.1368723,19:54:29.090
-1.1204393,5.439843,5.8542795,19:54:29.114
-1.1539387,5.5576897,5.5909495,19:54:29.133
-1.1606386,5.5251474,5.8035517,19:54:29.153
-1.0486546,5.3805013,6.238328,19:54:29.170
-0.974836,5.321159,6.5812197,19:54:29.190
-0.77850485,5.1966124,6.263213,19:54:29.215
-0.74691963,5.2368116,5.901299,19:54:29.235
-0.7832905,5.2752166,5.8370514,19:54:29.250
-0.9193225,5.3297734,5.949156,19:54:29.270
-0.849452,5.507919,5.3123055,19:54:29.292
-0.76031935,5.5873604,4.661099,19:54:29.313
-0.9336794,5.5710893,4.8516874,19:54:29.337
-1.1596816,5.478128,5.503851,19:54:29.350
-1.2209377,5.465686,5.7355957,19:54:29.372
-1.277528,5.415915,5.059504,19:54:29.390
-1.2641282,5.2953167,4.990471,19:54:29.413
-1.2257234,5.4082575,5.4175897,19:54:29.433
-1.277528,5.205227,5.5804214,19:54:29.452
-1.2890136,5.1726847,5.5507503,19:54:29.471
-1.3091133,5.5261045,5.5440507,19:54:29.492
-1.3607982,5.5509896,6.059225,19:54:29.511
-1.4910874,5.3833723,6.559086,19:54:29.533
-1.5054443,5.4140005,6.2842703,19:54:29.551
-1.4029119,5.493442,5.9711695,19:54:29.572
-1.2890136,5.501219,5.7097535,19:54:29.592
-1.2209377,5.3479586,5.7729244,19:54:29.611
-1.074497,5.0366526,6.5581284,19:54:29.634
-0.9040084,5.0452666,6.7496743,19:54:29.652
-0.9480363,5.205227,6.6893754,19:54:29.672
-1.044826,5.003153,6.514101,19:54:29.694
-1.0725827,5.185127,6.2919273,19:54:29.713
-1.1051252,5.24734,6.202914,19:54:29.735
-1.0936396,5.221498,6.230671,19:54:29.758
-1.2794423,5.1765127,6.0410395,19:54:29.773
-1.2832707,5.3565726,5.200202,19:54:29.795
-1.222852,5.199484,5.2835917,19:54:29.814
-1.1118251,5.2752166,5.608178,19:54:29.832
-1.133839,5.4953566,5.698268,19:54:29.852
-1.1223534,5.4953566,5.308477,19:54:29.874
-1.06014,5.5538607,5.0173903,19:54:29.893
-0.9442079,5.2616973,5.279763,19:54:29.912
-1.3349558,5.286702,5.6724253,19:54:29.935
-1.5360725,5.479085,5.8064237,19:54:29.953
-1.5284154,5.5720463,5.5899925,19:54:29.973
-1.5131013,5.739664,5.2969913,19:54:29.994
-1.5006588,5.758806,5.009733,19:54:30.016
-1.7486749,5.7645493,4.8842297,19:54:30.035
-1.9239491,5.574918,5.555536,19:54:30.056
-1.8405592,5.681159,6.4298735,19:54:30.074
-1.480559,5.5950174,6.0142403,19:54:30.096
-1.4057833,5.754978,5.016433,19:54:30.120
-1.34357,5.8573904,4.7185264,19:54:30.136
-1.3033705,5.769335,5.382176,19:54:30.156
-1.3004992,5.7070017,6.0218973,19:54:30.176
-1.2468998,5.681159,6.176115,19:54:30.196
-1.104168,5.693602,5.6560345,19:54:30.216
-0.8724232,5.5854464,5.332405,19:54:30.235
-0.9145369,5.8401623,5.402276,19:54:30.254
-1.0285548,5.6428742,5.585207,19:54:30.276
-1.0591829,5.630431,5.6407204,19:54:30.296
-0.9221938,5.595975,5.509594,19:54:30.317
-0.87816596,5.327859,5.2194643,19:54:30.337
-0.9853644,5.648617,5.521079,19:54:30.356
-1.0859826,5.3575296,5.501937,19:54:30.377
-1.1223534,5.3565726,5.6368923,19:54:30.400
-1.1654242,5.321159,5.6072206,19:54:30.415
-1.0467403,5.4570713,5.738467,19:54:30.437
-0.8752945,5.462814,5.952984,19:54:30.455
-1.0390832,5.477171,5.7451673,19:54:30.476
-0.9777073,5.5576897,5.5584073,19:54:30.499
-0.93846506,5.626603,5.2500925,19:54:30.517
-0.9422936,5.7213583,5.1820164,19:54:30.537
-0.8666804,5.7463636,5.4108896,19:54:30.558
-1.0073783,5.665845,5.4990654,19:54:30.576
-1.0170692,5.686902,5.46078,19:54:30.600
-0.99684995,5.7387066,5.374519,19:54:30.617
-1.0208977,5.6993446,5.3429337,19:54:30.639
-1.0016356,5.7320065,5.420461,19:54:30.657
-0.9288938,5.6830735,5.651249,19:54:30.677
-0.92123675,5.5356755,5.901299,19:54:30.698
-0.9403794,5.4742994,5.9070415,19:54:30.718
-0.85615194,5.4446287,5.811209,19:54:30.738
-0.76606214,5.5107903,5.771967,19:54:30.759
-0.7057631,5.533761,5.686783,19:54:30.778
-0.7057631,5.573961,5.608178,19:54:30.799
-0.76127654,5.5768323,5.6292353,19:54:30.820
-0.99015,5.508876,5.8332233,19:54:30.838
-1.2199806,5.6352167,5.8360944,19:54:30.857
-1.2909278,5.5911894,5.7413387,19:54:30.878
-1.3186846,5.6974306,5.5899925,19:54:30.901
-1.3119847,5.628517,5.4367323,19:54:30.924
-1.3828123,5.5347185,5.231907,19:54:30.941
-1.5159729,5.417829,5.272106,19:54:30.957
-1.6423137,5.213841,5.2663636,19:54:30.978
-1.680599,5.277131,4.9713283,19:54:30.998
-1.0802398,5.646703,5.1150174,19:54:31.020
-0.75074816,5.688816,5.4099326,19:54:31.038
-0.90687984,5.7184873,5.704968,19:54:31.059
-0.804467,5.409215,6.0601826,19:54:31.080
-0.9193225,5.5710893,5.993183,19:54:31.101
-0.48454657,5.1525846,5.308477,19:54:31.121
0.495075,5.00411,4.847859,19:54:31.139
1.1778669,5.0913286,4.8459444,19:54:31.161
0.5477171,5.5385466,5.533522,19:54:31.181
-0.08327023,4.742694,5.249135,19:54:31.201
-0.2489732,5.1209993,6.5965333,19:54:31.225
-1.3234702,5.8277197,6.557172,19:54:31.241
-1.9698912,6.003951,6.093682,19:54:31.260
-2.2217357,6.285466,6.133044,19:54:31.282
-2.2715065,6.3696938,5.728896,19:54:31.301
-1.772603,5.792306,5.4252467,19:54:31.322
-0.93272233,5.213841,5.505765,19:54:31.340
-0.67322063,5.228198,5.913742,19:54:31.361
-0.8331808,5.3383875,6.1301727,19:54:31.382
-1.0275977,5.493442,5.6781683,19:54:31.401
-1.0515258,5.516533,5.4646087,19:54:31.420
-1.0237691,5.493442,5.502894,19:54:31.443
-1.1903096,5.441757,5.610092,19:54:31.462
-1.3263416,5.319245,5.647421,19:54:31.480
-1.2411572,5.212884,5.613921,19:54:31.503
-0.9269795,5.0280385,5.7317677,19:54:31.522
-0.90017986,4.9926243,5.7030535,19:54:31.540
-0.9298509,5.096114,5.8006806,19:54:31.562
-1.3780266,5.229155,5.2366924,19:54:31.582
-2.1509082,5.6352167,5.9347982,19:54:31.609
-1.7955742,5.4474998,5.9941406,19:54:31.631
-1.6155143,5.4857855,6.393502,19:54:31.642
-1.6461425,5.5270615,6.5342007,19:54:31.664
-1.8711874,5.3326445,5.9635124,19:54:31.684
-1.5561721,5.426443,5.6187067,19:54:31.705
-1.5963717,5.476214,5.853323,19:54:31.721
-1.3837693,5.272226,6.652047,19:54:31.741
-1.06014,5.0251665,6.1742005,19:54:31.767
-1.1692528,5.2962737,5.713582,19:54:31.782
-1.2679567,5.3546586,5.8073807,19:54:31.801
-0.78520477,5.1123853,5.8054667,19:54:31.824
-0.30352956,4.953382,5.684868,19:54:31.842
-0.27194428,4.9935813,5.736553,19:54:31.885
-0.09188439,4.71398,6.070711,19:54:31.889
-0.487418,5.00411,6.1147385,19:54:31.905
-0.85519487,5.321159,5.9338417,19:54:31.922
-1.418226,5.613203,5.8006806,19:54:31.944
-3.1190443,6.522954,5.292206,19:54:31.964
-1.0113266,5.3077593,6.3695745,19:54:31.984
-0.25471598,5.056872,6.306284,19:54:32.009
-0.46348974,5.2905307,6.27087,19:54:32.027
-0.8906086,5.4953566,5.925227,19:54:32.043
-0.95186484,5.4369717,5.793024,19:54:32.065
-0.8580662,5.3259444,5.821738,19:54:32.086
-0.93655086,5.4235716,5.658906,19:54:32.106
-1.119482,5.6007605,5.1475596,19:54:32.126
-1.396212,5.6534023,5.0327044,19:54:32.147
-1.539901,5.500262,5.323791,19:54:32.167
-1.5877576,5.4542,5.66082,19:54:32.186
-1.6327425,5.6333027,5.8849077,19:54:32.205
-1.3923835,5.6074605,5.821738,19:54:32.227
-0.8283952,5.4216576,5.351548,19:54:32.251
-0.47306105,5.277131,5.2950773,19:54:32.268
-0.39457646,5.216712,5.57085,19:54:32.286
-0.1896312,5.200441,6.1598434,19:54:32.306
-0.5161318,5.6294746,6.1684575,19:54:32.327
-0.8705089,5.749235,5.8955564,19:54:32.350
-0.41754758,5.273183,5.8418374,19:54:32.369
-0.050727837,5.0280385,6.115696,19:54:32.388
-0.067956164,4.981139,6.3561745,19:54:32.407
-0.26045877,5.1276994,6.2249284,19:54:32.427
-0.50560343,5.2962737,5.9405413,19:54:32.448
-0.65694946,5.401558,5.6244493,19:54:32.468
-0.6971489,5.441757,5.4579086,19:54:32.487
-0.59473604,5.4676,5.3505907,19:54:32.509
-0.4989035,5.4063435,5.299863,19:54:32.528
-0.5419743,5.3096733,5.4424753,19:54:32.545
-0.73830545,5.2243695,5.8849077,19:54:32.569
-0.93272233,5.2876596,6.2718277,19:54:32.586
-0.8839086,5.293402,6.3072414,19:54:32.609
-0.7958528,5.3154163,5.9596834,19:54:32.627
-0.66460645,5.3135023,5.8724656,19:54:32.648
-0.6282356,5.396772,5.812166,19:54:32.665
-0.554417,5.415915,5.637849,19:54:32.685
-0.5477171,5.36423,5.7461243,19:54:32.709
-0.6291927,5.312545,5.8006806,19:54:32.727
-0.81308115,5.321159,5.8600225,19:54:32.760
-0.8906086,5.3709297,5.853323,19:54:32.770
-0.8666804,5.3460445,5.7997236,19:54:32.786
-0.8819945,5.2712684,5.8332233,19:54:32.807
-0.9470792,5.2876596,5.982655,19:54:32.827
-0.97387886,5.272226,6.0534825,19:54:32.847
-0.96909314,5.2761736,5.91757,19:54:32.867
-0.9461221,5.304888,5.7403817,19:54:32.888
-0.9059227,5.3393445,5.583293,19:54:32.907
-0.89826566,5.4082575,5.5909495,19:54:32.926
-0.79298145,5.4341,5.615835,19:54:32.947
-0.72873414,5.4226146,5.6617775,19:54:32.968
-0.7584051,5.3891153,5.641678,19:54:32.987
-0.72873414,5.3393445,5.7193246,19:54:33.007
-0.78819585,5.361358,5.780581,19:54:33.032
-0.7891529,5.352744,5.828438,19:54:33.050
-0.8236096,5.3269014,5.9338417,19:54:33.069
-0.885823,5.360401,5.868637,19:54:33.088
-0.812124,5.33743,5.7336817,19:54:33.109
-0.76031935,5.3699727,5.756653,19:54:33.129
-0.7545767,5.4293146,5.8791656,19:54:33.148
-0.6789634,5.4676,5.73081,19:54:33.169
-0.8111669,5.459943,5.824609,19:54:33.189
-0.8140383,5.4561143,5.7164536,19:54:33.210
-0.804467,5.4408,5.766224,19:54:33.229
-0.9805787,5.4474998,5.8724656,19:54:33.253
-0.8925228,5.4302716,5.880122,19:54:33.269
-0.7832905,5.3891153,5.8408804,19:54:33.290
-0.88295156,5.3910294,5.9386272,19:54:33.310
-0.8925228,5.411129,5.919484,19:54:33.331
-0.8274381,5.411129,5.7537813,19:54:33.349
-0.7823334,5.386244,5.6714687,19:54:33.372
-0.78723866,5.3910294,5.664649,19:54:33.390
-0.69523466,5.3776293,5.608178,19:54:33.410
-0.72011995,5.3891153,5.5737214,19:54:33.430
-0.75074816,5.418786,5.614878,19:54:33.453
-0.742134,5.4293146,5.675297,19:54:33.471
-0.7488339,5.3776293,5.675297,19:54:33.490
-0.82552385,5.3910294,5.7537813,19:54:33.510
-0.84179497,5.36423,5.843752,19:54:33.534
-0.82456666,5.3565726,5.894599,19:54:33.552
-0.8542377,5.3833723,5.8418374,19:54:33.570
-0.8456235,5.3709297,5.8255663,19:54:33.590
-0.8475378,5.3718867,5.7939806,19:54:33.612
-0.86285186,5.3929434,5.7700524,19:54:33.632
-0.8063812,5.400601,5.77101,19:54:33.653
-0.8437093,5.409215,5.824609,19:54:33.672
-0.8331808,5.4053864,5.871508,19:54:33.691
-0.8216953,5.4073005,5.81408,19:54:33.712
-0.82073814,5.4293146,5.7097535,19:54:33.731
-0.7708478,5.481957,5.6915684,19:54:33.750
-0.6990632,5.462814,5.632107,19:54:33.773
-0.68279195,5.462814,5.66082,19:54:33.792
-0.6923632,5.400601,5.787281,19:54:33.813
-0.7488339,5.3632727,5.8571515,19:54:33.833
-0.7910672,5.327859,5.8600225,19:54:33.852
-0.80733836,5.321159,5.8485374,19:54:33.871
-0.8437093,5.3144593,5.8035517,19:54:33.893
-0.779462,5.3096733,5.677211,19:54:33.913
-0.7746763,5.3144593,5.583293,19:54:33.933
-0.79872423,5.3307304,5.5411787,19:54:33.953
-0.8437093,5.321159,5.599564,19:54:33.976
-0.8886943,5.3010592,5.6225348,19:54:33.992
-0.826481,5.320202,5.6407204,19:54:34.012
-0.80829555,5.3259444,5.6263638,19:54:34.035
-0.7622336,5.3154163,5.704968,19:54:34.053
-0.69044894,5.312545,5.8657656,19:54:34.072
-0.6320641,5.3010592,6.090811,19:54:34.106
-0.6579066,5.2809596,6.160801,19:54:34.116
-0.6626922,5.264569,6.0352974,19:54:34.134
-0.7153343,5.2616973,6.0037117,19:54:34.154
-0.76701933,5.3135023,5.9874406,19:54:34.172
-0.7115058,5.304888,5.960641,19:54:34.197
-0.7622336,5.299145,5.9635124,19:54:34.213
-0.7517052,5.2914877,5.9692554,19:54:34.236
-0.7191628,5.2703114,5.9280987,19:54:34.253
-0.7268199,5.282874,5.907999,19:54:34.274
-0.6789634,5.2339406,5.9280987,19:54:34.294
-0.7584051,5.2253265,6.030511,19:54:34.319
-0.7517052,5.2329836,5.9941406,19:54:34.335
-0.7000203,5.2176695,5.9060845,19:54:34.353
-0.6751349,5.214798,5.8906507,19:54:34.375
-0.72299135,5.2396836,5.8408804,19:54:34.393
-0.7095915,5.2109694,5.8561945,19:54:34.416
-0.76606214,5.230112,5.962555,19:54:34.437
-0.7536195,5.2080984,5.993183,19:54:34.457
-0.7862816,5.2253265,5.9204416,19:54:34.475
-0.7459625,5.154499,5.9577694,19:54:34.494
-0.67417777,5.117171,5.979783,19:54:34.520
-0.7939385,5.198527,5.793024,19:54:34.540
-0.8140383,5.245426,5.7690954,19:54:34.555
-0.7536195,5.229155,5.970212,19:54:34.577
-0.75074816,5.2109694,5.9845695,19:54:34.596
-0.7708478,5.1946983,5.9692554,19:54:34.618
-0.804467,5.2253265,5.891608,19:54:34.636
-0.87912303,5.185127,5.916613,19:54:34.656
-0.95186484,5.1832128,6.030511,19:54:34.675
-0.84083784,5.1832128,5.9749975,19:54:34.696
-0.83796656,5.257869,5.853323,19:54:34.716
-0.8063812,5.3020163,5.795895,19:54:34.736
-0.81308115,5.3240304,5.832266,19:54:34.757
-0.8092526,5.3173304,5.8734226,19:54:34.776
-0.81020975,5.284788,5.9721265,19:54:34.796
-0.76701933,5.265526,6.033383,19:54:34.817
-0.7775477,5.26744,6.1186867,19:54:34.836
-0.80350983,5.2253265,6.093682,19:54:34.857
-0.76893353,5.2033124,5.9357557,19:54:34.877
-0.7804191,5.187999,5.86098,19:54:34.897
-0.81308115,5.1688557,6.0113688,19:54:34.917
-0.82935226,5.156413,6.0879393,19:54:34.938
-0.79298145,5.124828,5.8936415,19:54:34.955
-0.81020975,5.132485,5.8418374,19:54:34.978
-0.8370093,5.1765127,5.8150377,19:54:35.000
-0.8025527,5.081757,5.736553,19:54:35.018
-1.0323833,5.1430135,6.155058,19:54:35.040
-1.0831112,5.156413,6.0314684,19:54:35.057
-0.885823,5.1832128,6.0218973,19:54:35.076
-0.89826566,5.1803412,5.974041,19:54:35.100
-0.8437093,5.2205405,5.9146986,19:54:35.119
-0.74117684,5.216712,5.970212,19:54:35.140
-0.7641479,5.272226,5.976912,19:54:35.158
-0.7067202,5.2819166,5.8485374,19:54:35.179
-0.7746763,5.2597833,5.7413387,19:54:35.198
-0.871466,5.283831,5.8265233,19:54:35.219
-0.871466,5.2886167,5.8600225,19:54:35.238
-0.85136634,5.266483,5.7729244,19:54:35.258
-0.83796656,5.272226,5.7939806,19:54:35.278
-0.85615194,5.2953167,5.8351374,19:54:35.299
-0.85519487,5.319245,5.894599,19:54:35.321
-0.82935226,5.3307304,5.8695936,19:54:35.340
-0.7517052,5.318288,5.8753366,19:54:35.359
-0.81308115,5.277131,5.9558554,19:54:35.381
-0.88773715,5.285745,6.057311,19:54:35.402
-0.9250653,5.26744,6.254599,19:54:35.420
-0.81020975,5.264569,6.042954,19:54:35.440
-0.8523234,5.26744,5.8408804,19:54:35.459
-0.87912303,5.2895737,5.7748384,19:54:35.478
-0.8695518,5.319245,5.8332233,19:54:35.500
-0.91070837,5.345087,5.8265233,19:54:35.520
-0.93655086,5.3728437,5.7824955,19:54:35.541
-0.9145369,5.366144,5.684868,19:54:35.566
-0.96909314,5.3460445,5.614878,19:54:35.584
-1.0381261,5.318288,5.644549,19:54:35.600
-1.0457832,5.343173,5.686783,19:54:35.623
-0.97005033,5.3249874,5.6714687,19:54:35.641
-1.0275977,5.3632727,5.721239,19:54:35.661
-1.0467403,5.3833723,5.7853665,19:54:35.680
-1.0151551,5.400601,5.8255663,19:54:35.702
-1.004507,5.4197435,5.831309,19:54:35.720
-0.9719646,5.4360147,5.8131237,19:54:35.741
-0.94325066,5.4455857,5.7844095,19:54:35.762
-0.9442079,5.4197435,5.8054667,19:54:35.782
