xa,ya,za,oraa
-0.1695315,5.041438,6.0467825,19:44:26.192
-0.13986048,5.084628,6.057311,19:44:26.208
-0.19058833,5.0635715,6.018069,19:44:26.227
-0.31692937,5.020381,6.0841107,19:44:26.248
-0.48454657,4.98401,6.178986,19:44:26.270
-0.52283174,4.953382,6.1837716,19:44:26.290
-0.46827543,4.8748975,6.1655865,19:44:26.308
-0.45391846,4.8250074,6.108996,19:44:26.330
-0.49986067,4.8299127,6.055397,19:44:26.349
-0.6157929,4.909354,5.981698,19:44:26.374
-0.6971489,4.9706106,5.9903116,19:44:26.392
-0.7268199,5.0079384,6.0381684,19:44:26.414
-0.7402197,5.002196,6.1147385,19:44:26.430
-0.7737192,5.0289955,6.2057858,19:44:26.453
-0.79681,5.0693145,6.255556,19:44:26.473
-0.8169097,5.1018567,6.3005414,19:44:26.495
-0.80829555,5.0760145,6.323512,19:44:26.519
-0.78424764,5.016553,6.3311696,19:44:26.533
-0.7316055,4.984967,6.351389,19:44:26.555
-0.6559923,4.9466825,6.2938414,19:44:26.573
-0.54293144,4.951468,6.125387,19:44:26.591
-0.5218746,4.954339,5.997969,19:44:26.619
-0.5391029,4.9868817,5.9864836,19:44:26.633
-0.5755935,4.965825,5.9568124,19:44:26.652
-0.5851648,4.9409394,5.975955,19:44:26.670
-0.601436,4.8988256,5.995097,19:44:26.689
-0.6435496,4.9122257,5.9807405,19:44:26.714
-0.71342003,4.9725246,5.9443693,19:44:26.731
-0.76989067,5.031867,5.9903116,19:44:26.748
-0.84083784,5.0855856,6.0467825,19:44:26.776
-0.8523234,5.1066427,6.048697,19:44:26.792
-0.82073814,5.099942,6.072625,19:44:26.814
-0.82073814,5.098028,6.1051674,19:44:26.836
-0.81882393,5.0788856,6.1684575,19:44:26.853
-0.8149954,5.057829,6.1962147,19:44:26.875
-0.812124,5.0540004,6.201,19:44:26.891
-0.7392626,5.016553,6.2316284,19:44:26.915
-0.64259255,4.982096,6.2565136,19:44:26.939
-0.61196434,4.9744387,6.2335424,19:44:26.956
-0.61292154,4.9715676,6.172286,19:44:26.976
-0.6148358,4.98401,6.0898533,19:44:26.996
-0.6358926,4.9476395,6.073582,19:44:27.016
-0.62727845,4.9256253,6.061139,19:44:27.036
-0.63014984,4.938068,6.0218973,19:44:27.056
-0.69523466,4.9907103,5.977869,19:44:27.077
-0.7545767,5.0779285,5.946284,19:44:27.094
-0.7363912,5.0462236,5.974041,19:44:27.116
-0.7335198,5.044309,6.0257254,19:44:27.139
-0.7862816,5.035695,6.0620966,19:44:27.155
-0.78819585,5.019424,6.0975103,19:44:27.173
-0.7679764,4.960082,6.11761,19:44:27.197
-0.81020975,4.9782677,6.0659256,19:44:27.214
-0.8724232,5.0309095,6.074539,19:44:27.236
-0.9174082,5.117171,6.026683,19:44:27.255
-0.8867801,5.097071,6.00084,19:44:27.273
-0.84466636,5.0385666,6.0687966,19:44:27.294
-0.8580662,5.0002813,6.096553,19:44:27.317
-0.8169097,5.0309095,6.0534825,19:44:27.337
-0.75649095,5.097071,5.9711695,19:44:27.355
-0.7430911,5.134399,5.95107,19:44:27.373
-0.6464211,5.1267424,6.0534825,19:44:27.396
-0.5976075,5.146842,6.3561745,19:44:27.417
-0.5928218,5.081757,6.3168125,19:44:27.439
-0.44913283,5.0002813,6.028597,19:44:27.457
-0.34384862,4.9179683,5.634978,19:44:27.474
-0.34384862,5.082714,5.3802614,19:44:27.501
-0.36969113,5.412086,5.405147,19:44:27.520
-0.35533416,5.581618,5.486623,19:44:27.541
-0.203031,5.506962,5.543093,19:44:27.558
-0.143689,5.5921464,5.505765,19:44:27.579
-0.2556731,5.7175303,5.592864,19:44:27.598
-0.29491538,5.7731633,5.5306506,19:44:27.619
-0.376391,5.675417,5.569893,19:44:27.641
-0.495075,5.5050473,5.8159947,19:44:27.676
-0.571765,5.3690157,6.0812387,19:44:27.682
-0.56985074,5.1946983,6.189514,19:44:27.694
-0.5419743,5.083671,6.1541004,19:44:27.717
-0.517089,5.081757,6.2105713,19:44:27.736
-0.465404,5.0136814,6.1445293,19:44:27.757
-0.31310084,4.9064827,6.0017977,19:44:27.781
9.5712906E-4,4.7024946,6.1655865,19:44:27.800
0.28725836,4.749394,5.91757,19:44:27.818
0.21355942,4.9648676,5.455037,19:44:27.840
-0.13794622,5.306802,5.1485167,19:44:27.860
-0.7009774,5.5576897,5.6053066,19:44:27.881
-0.63397837,5.6974306,5.8514085,19:44:27.896
-0.108155586,5.188956,6.0448685,19:44:27.916
-0.11593226,4.5645485,6.0534825,19:44:27.944
-0.5909076,4.7302513,6.1070814,19:44:27.961
-2.3931816,5.951309,7.64794,19:44:27.978
-1.4968302,6.113064,7.293682,19:44:27.996
-0.43286163,5.5136614,5.974041,19:44:28.016
0.6665207,4.833741,4.720441,19:44:28.039
1.8147168,4.5061636,4.790431,19:44:28.061
2.4065814,4.018746,5.555536,19:44:28.078
2.3826532,4.1844487,6.057311,19:44:28.100
1.6174284,4.6814375,6.064968,19:44:28.119
1.2276376,5.026124,6.1742005,19:44:28.143
1.3847264,5.1812983,6.5562143,19:44:28.160
1.6413567,4.517649,5.9577694,19:44:28.178
1.7419748,4.19402,5.688697,19:44:28.199
1.3387843,4.666124,5.8207803,19:44:28.216
0.8169097,4.9887958,6.1426153,19:44:28.236
0.61196434,4.98401,6.1349583,19:44:28.260
0.36107695,4.5348773,5.821738,19:44:28.279
0.5276174,4.4544783,5.3448477,19:44:28.297
0.34480575,4.5894337,5.656992,19:44:28.317
-1.7879171,5.8631334,7.3300533,19:44:28.339
-1.3990834,5.3020163,6.1847286,19:44:28.360
-0.51517475,4.8892546,5.754739,19:44:28.379
0.034456648,4.8739405,5.634021,19:44:28.402
-0.14081761,5.163113,5.8370514,19:44:28.419
0.18580267,4.886383,6.0534825,19:44:28.439
0.07752745,4.7905507,5.5957355,19:44:28.466
-0.28342983,5.188956,5.3850474,19:44:28.485
-0.5660222,5.6591454,5.7748384,19:44:28.508
-0.71246296,5.775078,6.253642,19:44:28.524
-0.95856476,5.7050877,7.0198236,19:44:28.542
-0.93942213,5.278088,6.8263645,19:44:28.563
-0.5660222,4.7608795,6.5418572,19:44:28.583
-0.2489732,4.6134815,6.5668626,19:44:28.601
-0.04211368,4.478407,6.4605017,19:44:28.622
0.25280172,4.2064624,6.1311293,19:44:28.641
0.11688939,4.372046,5.766224,19:44:28.659
-0.39649072,4.7618365,5.455037,19:44:28.681
-0.6023931,5.1755557,5.3429337,19:44:28.701
-0.59473604,5.4742994,5.3008204,19:44:28.723
-0.5822934,5.4742994,5.1303315,19:44:28.743
-0.727777,5.4446287,5.1303315,19:44:28.760
-0.9662218,5.4723854,5.677211,19:44:28.784
-1.0025927,5.442714,6.3225555,19:44:28.802
-0.923151,5.359444,6.6635323,19:44:28.824
-0.9958928,5.272226,6.7621174,19:44:28.846
-0.97100747,5.1123853,6.940263,19:44:28.861
-0.8867801,4.9552965,7.041838,19:44:28.884
-0.75553375,4.7369514,7.0983086,19:44:28.906
-0.61770713,4.6268816,6.975676,19:44:28.921
-0.5889933,4.607739,6.763074,19:44:28.947
-0.5190033,4.5808196,6.442316,19:44:28.965
-0.3897908,4.6479383,6.080282,19:44:28.985
-0.36203408,4.7369514,5.8255663,19:44:29.005
-0.4548756,4.944768,5.5316076,19:44:29.026
-0.58133626,5.149713,5.3170915,19:44:29.045
-0.57846487,5.2569118,5.2960343,19:44:29.065
-0.59952176,5.3632727,5.400361,19:44:29.081
-0.67034924,5.412086,5.505765,19:44:29.106
-0.698106,5.345087,5.762396,19:44:29.126
-0.7344769,5.286702,6.0151978,19:44:29.147
-0.8006385,5.2406406,6.2124853,19:44:29.168
-0.8523234,5.149713,6.3647885,19:44:29.186
-0.97292167,5.141099,6.3552175,19:44:29.212
-1.0773684,5.124828,6.254599,19:44:29.224
-1.2535998,5.1870413,6.1560144,19:44:29.245
-1.3263416,5.1276994,6.0841107,19:44:29.264
-1.3004992,5.123871,5.998926,19:44:29.285
-1.255514,5.081757,5.887779,19:44:29.301
-1.1003395,4.9801817,5.8753366,19:44:29.322
-1.06014,4.984967,5.932884,19:44:29.343
-0.945165,5.041438,5.87438,19:44:29.366
-0.7536195,5.0788856,5.714539,19:44:29.383
-0.61292154,5.133442,5.6733828,19:44:29.402
-0.61196434,5.2243695,5.812166,19:44:29.421
-0.82552385,5.396772,5.966384,19:44:29.446
-0.7210771,5.3163733,5.824609,19:44:29.465
-0.7526624,5.385287,5.533522,19:44:29.485
-0.85710907,5.4044294,5.254878,19:44:29.508
-0.8111669,5.428357,5.01069,19:44:29.530
-0.5928218,5.378587,5.0489755,19:44:29.548
-0.49028936,5.3699727,5.923313,19:44:29.563
-1.0859826,6.585168,6.1378293,19:44:29.583
-1.3904693,6.2347383,6.467201,19:44:29.605
-0.4520042,5.0002813,7.1260653,19:44:29.627
0.84658074,3.1463225,7.1413794,19:44:29.646
-0.016271193,2.962434,5.877251,19:44:29.665
-1.7247465,6.0814786,5.0910892,19:44:29.685
-3.7673798,6.020222,5.4473805,19:44:29.706
-4.4721856,6.0814786,3.7427335,19:44:29.729
-3.8123646,6.4808407,3.2323446,19:44:29.749
-2.8614569,6.045108,3.212245,19:44:29.768
-2.2801206,5.8353767,3.4248471,19:44:29.797
-1.7525034,5.3412585,4.065406,19:44:29.809
-1.2382858,4.7225943,3.9582074,19:44:29.829
-0.34480575,3.9871607,3.753262,19:44:29.849
-0.34480575,3.907599,4.1574097,19:44:29.869
-1.6777275,3.9594038,4.146881,19:44:29.892
-2.4678378,2.0708683,1.8379271,19:44:29.912
-3.4043884,1.6150357,10.79857,19:44:29.932
-2.0636897,1.6898113,8.339346,19:44:29.953
-0.6253642,0.657428,10.887702,19:44:29.970
0.70863444,0.119282216,9.246225,19:44:29.992
0.76510507,-0.4601398,7.2361355,19:44:30.010
1.0054641,-0.1680958,7.7667437,19:44:30.029
0.70767736,0.3260221,7.9152184,19:44:30.047
0.10049854,0.66412795,8.547163,19:44:30.079
-0.7095915,0.627757,8.480164,19:44:30.091
-1.06014,0.9389436,8.557692,19:44:30.111
-1.0955539,0.9236296,8.738708,19:44:30.134
-0.7823334,1.0204192,9.0029955,19:44:30.154
-0.34863427,1.0137193,9.349715,19:44:30.172
0.27481568,0.7579266,8.725308,19:44:30.192
0.055513486,0.49363935,9.274102,19:44:30.217
-0.25184458,0.43429732,9.58146,19:44:30.230
-0.7373483,0.37878382,9.264531,19:44:30.250
-1.2104094,0.21403798,9.162955,19:44:30.270
-1.3885549,0.011964113,9.099785,19:44:30.291
-1.6758133,-0.1747957,9.037572,19:44:30.307
-1.982334,-0.32410783,9.15147,19:44:30.329
-2.0301902,-0.52139604,9.085428,19:44:30.356
-2.1547368,-0.6669993,9.0883,19:44:30.375
-2.3423343,-0.6047859,8.974281,19:44:30.389
-2.3864818,-0.5875576,8.732008,19:44:30.408
-2.39031,-0.36729828,8.439964,19:44:30.429
-2.3702104,0.016749758,8.232147,19:44:30.452
-2.04359,0.365384,7.902656,19:44:30.471
-1.4633307,0.74739814,7.277411,19:44:30.493
-1.1424532,1.3296915,6.6625757,19:44:30.515
-1.082154,1.9244276,6.164629,19:44:30.541
-1.2046665,2.3514268,5.846623,19:44:30.552
-1.4038692,2.7230322,5.6043496,19:44:30.570
-1.5935003,3.031467,5.3687763,19:44:30.588
-1.9182062,3.2612977,5.1829734,19:44:30.607
-2.3922246,3.3799815,5.0920463,19:44:30.633
-2.9686556,3.5428133,4.890929,19:44:30.652
-3.4849067,3.7324445,4.8698726,19:44:30.675
-4.00391,3.7305303,4.847859,19:44:30.696
-3.9972105,4.182534,5.2366924,19:44:30.713
-3.769294,3.8903706,5.795895,19:44:30.732
-3.3881173,3.646183,6.172286,19:44:30.750
-3.050131,3.308197,6.64439,19:44:30.773
-2.6900113,2.8083363,7.1854076,19:44:30.796
-2.3404198,2.5066013,7.4458656,19:44:30.812
-1.9631915,2.392703,7.4871426,19:44:30.834
-1.3636696,2.3026133,7.501499,19:44:30.853
-0.14177474,1.7290537,7.535956,19:44:30.896
-0.081355974,1.4714663,8.372007,19:44:30.904
-1.1089537,1.7644675,8.669794,19:44:30.913
-1.8089739,1.5365511,8.9292965,19:44:30.928
-1.3990834,1.0960324,9.3612,19:44:30.957
-0.5161318,0.65264237,9.546046,19:44:30.968
0.06508477,0.49363935,9.4349,19:44:30.990
0.0660419,0.5003392,9.092128,19:44:31.015
-0.25950164,0.55872405,8.56152,19:44:31.030
-0.6559923,0.71007013,7.9401035,19:44:31.051
-1.0237691,0.97818595,7.2812395,19:44:31.069
-1.2708281,1.2665211,6.7018175,19:44:31.090
-1.4997016,1.535594,6.211529,19:44:31.115
-1.7611176,1.9885554,6.3129845,19:44:31.134
-1.8195024,2.2949562,6.538986,19:44:31.154
-1.5533009,2.3140988,7.035138,19:44:31.171
-0.83605224,1.9684556,7.763872,19:44:31.190
0.08901301,1.4005191,8.138349,19:44:31.212
0.62440705,1.1639886,7.9697747,19:44:31.236
0.4031906,1.3220346,7.5637126,19:44:31.251
-0.39936212,0.8863015,7.044709,19:44:31.278
-1.6585851,0.7761121,6.8952775,19:44:31.296
-2.6440692,0.89013004,7.110751,19:44:31.316
-2.7503104,0.7052845,7.5684986,19:44:31.333
-2.3107488,0.1585245,7.878728,19:44:31.351
-1.7419748,-0.50512487,8.058787,19:44:31.380
-1.2736995,-0.8757731,8.231191,19:44:31.394
-0.82552385,-0.9274581,8.301061,19:44:31.412
-0.28342983,-1.1056037,8.422735,19:44:31.435
0.1637887,-1.2894921,8.703295,19:44:31.455
0.524746,-1.1649457,8.402636,19:44:31.476
0.93942213,-0.87768734,8.433264,19:44:31.497
1.2421143,-0.7588837,8.310633,19:44:31.515
1.3674982,-0.68135625,8.056873,19:44:31.538
1.3942978,-0.42759743,7.7428155,19:44:31.555
1.4287544,-0.29635108,7.4018383,19:44:31.577
1.2918849,-0.19298115,7.1078796,19:44:31.597
1.1711671,-0.10863415,6.905806,19:44:31.616
1.1443675,-0.021535404,6.580262,19:44:31.635
1.0926825,0.14225331,6.305327,19:44:31.659
0.82456666,0.4132405,5.961598,19:44:31.673
0.43094736,0.63158554,5.728896,19:44:31.697
0.21451655,0.7081559,5.6877394,19:44:31.719
0.08997013,0.6593423,5.900342,19:44:31.740
-0.10432707,0.40941197,6.350432,19:44:31.756
-0.5765506,0.1585245,6.9038916,19:44:31.773
-1.1759527,0.18723837,7.567541,19:44:31.798
-1.6643279,0.26859432,7.9468036,19:44:31.816
-1.9115065,0.22552355,8.250333,19:44:31.840
-1.7802601,0.03493521,8.858469,19:44:31.855
-1.4163117,-0.18245274,9.589117,19:44:31.874
-1.1137393,-0.4658826,10.202996,19:44:31.895
-1.0304691,-0.5271388,10.486425,19:44:31.916
-1.2392428,-0.11054841,10.354222,19:44:31.940
-1.3684553,0.4237689,9.665688,19:44:31.959
-1.4517255,0.9016156,8.8517685,19:44:31.979
-1.6250855,1.3048062,8.366265,19:44:31.999
-1.8865013,1.499223,8.265647,19:44:32.018
-2.0569901,1.4014761,8.32786,19:44:32.037
-2.148994,1.1831311,8.520363,19:44:32.056
-2.042633,0.9245867,8.79805,19:44:32.073
-1.6767704,0.62871414,9.071071,19:44:32.098
-1.2295519,0.40175492,9.224212,19:44:32.115
-0.8609376,0.24658036,9.255796,19:44:32.134
-0.60430735,0.17383857,9.090214,19:44:32.157
-0.5008178,0.12693924,8.812527,19:44:32.180
-0.56889355,0.06652047,8.475378,19:44:32.200
-0.7268199,0.10097711,8.128657,19:44:32.223
-0.8953942,0.119282216,7.738987,19:44:32.239
-1.0352547,0.15469599,7.3740816,19:44:32.260
-1.1156535,0.16043876,7.0676804,19:44:32.279
-1.1328819,0.19298115,6.829236,19:44:32.297
-1.2276376,0.24849463,6.634818,19:44:32.316
-1.3895121,0.35581273,6.4394445,19:44:32.339
-1.5590436,0.48981082,6.357132,19:44:32.360
-1.7075182,0.59712887,6.327341,19:44:32.383
-1.8874584,0.7521838,6.333084,19:44:32.397
-2.0033908,0.85758764,6.514101,19:44:32.421
-1.9335203,0.8690732,6.6865034,19:44:32.442
-1.8606589,0.8135598,6.93452,19:44:32.459
-1.7467606,0.77802634,7.30134,19:44:32.483
-1.6595421,0.62584275,7.8433137,19:44:32.501
-1.6652849,0.39601213,8.60471,19:44:32.522
-1.466202,0.1652244,9.404272,19:44:32.546
-1.133839,0.12981063,9.668558,19:44:32.558
-0.9355937,0.32793635,9.6618595,19:44:32.582
-0.8800801,0.5933004,9.398529,19:44:32.601
-0.974836,0.87290174,9.023095,19:44:32.622
-1.1434103,1.1879168,8.603753,19:44:32.641
-1.3081561,1.4435899,8.176634,19:44:32.663
-1.494916,1.6035502,7.799286,19:44:32.683
-1.605943,1.6917255,7.5206413,19:44:32.700
-1.7199609,1.7491534,7.412367,19:44:32.720
-1.9794626,1.8448663,7.1681786,19:44:32.741
-2.266721,1.9923838,6.7305317,19:44:32.761
-2.325106,2.105325,6.195257,19:44:32.785
-2.1585653,2.152344,5.7183676,19:44:32.803
-1.9258633,2.2461426,5.321877,19:44:32.824
-1.6528423,2.40706,5.3448477,19:44:32.843
-1.2075379,2.4769304,5.8667226,19:44:32.861
-0.54388857,2.3984456,7.093523,19:44:32.885
0.45678985,2.0038693,8.841241,19:44:32.904
1.0859826,1.5403796,10.207781,19:44:32.922
1.0342976,1.9129422,10.338908,19:44:32.944
0.78137624,2.7393034,9.553703,19:44:32.965
1.4977875,2.8226933,8.247461,19:44:32.980
1.1204393,5.4235716,9.187841,19:44:33.001
1.4115262,5.7856064,6.2019567,19:44:33.020
1.6375282,6.6618576,5.2299924,19:44:33.045
1.9249063,6.9768724,4.907201,19:44:33.065
1.8625731,7.456634,6.1579294,19:44:33.083
2.0914466,7.970971,9.076814,19:44:33.101
2.9322846,8.415198,13.784574,19:44:33.124
4.143651,6.0010796,17.19949,19:44:33.140
3.9847677,3.9248273,19.970858,19:44:33.162
2.2246072,3.178865,18.47606,19:44:33.185
1.4910874,1.9694127,14.783338,19:44:33.206
-0.93272233,2.3408983,9.86489,19:44:33.222
-3.370889,3.2382069,5.208816,19:44:33.245
-4.898347,4.216034,4.545167,19:44:33.262
-5.287181,4.537749,5.0240903,19:44:33.281
-5.2593045,4.773322,4.7789454,19:44:33.304
-5.378108,5.4293146,4.514539,19:44:33.321
-4.7785864,5.741578,3.9160936,19:44:33.341
-3.8238504,5.9685373,3.63733,19:44:33.361
-3.182215,5.892804,3.2409587,19:44:33.384
-2.869114,5.554818,2.4881766,19:44:33.401
-3.356532,5.3805013,2.2420747,19:44:33.423
-2.1384656,4.493721,2.3235505,19:44:33.441
-0.5669793,4.1307297,2.956452,19:44:33.461
0.13603196,4.201677,4.046263,19:44:33.484
-0.2231307,3.8080578,5.0173903,19:44:33.501
-1.3301702,3.384767,4.9445286,19:44:33.524
-2.5032516,3.1185658,4.370012,19:44:33.544
-3.023212,3.0955946,3.2735014,19:44:33.564
-1.208495,1.2607782,2.4001207,19:44:33.585
0.58707905,0.15469599,1.9270598,19:44:33.607
2.4161525,-0.783769,3.7274199,19:44:33.626
3.7549372,-0.54149574,5.1475596,19:44:33.646
3.611248,-0.7129415,7.092566,19:44:33.667
3.4216168,-1.1180464,8.573962,19:44:33.687
2.8423142,-1.1955738,10.435698,19:44:33.708
0.70767736,-0.6507281,13.100824,19:44:33.727
-2.0455043,0.29922247,14.651253,19:44:33.747
-2.630669,-0.7992028,13.366068,19:44:33.766
-1.9718056,-2.4482164,11.0552,19:44:33.787
-1.1941382,-4.5511484,8.4705925,19:44:33.806
-2.3423343,-3.645226,6.173243,19:44:33.827
-2.186322,-3.1147375,5.647421,19:44:33.847
-1.5848861,-2.1158535,5.136074,19:44:33.875
-0.83796656,-1.0290334,3.6757345,19:44:33.890
-0.28342983,0.047377888,2.3905494,19:44:33.903
0.2824727,0.7272985,1.9825732,19:44:33.923
0.55250275,1.2483356,2.1655045,19:44:33.942
0.7335198,1.7032113,3.1298122,19:44:33.968
1.2689139,1.9655843,4.5126243,19:44:33.982
2.1891932,1.8898515,5.9386272,19:44:34.001
3.5901914,1.9856839,7.1394644,19:44:34.023
5.2890954,2.284428,7.7361155,19:44:34.042
7.1497545,2.8073792,8.212048,19:44:34.071
8.55458,3.0016766,8.830712,19:44:34.087
8.409934,3.569613,10.015279,19:44:34.103
7.236853,3.8367715,11.576237,19:44:34.125
5.661538,4.1211586,13.07881,19:44:34.145
3.7137804,4.7283373,14.461621,19:44:34.165
2.1259034,5.0289955,15.316698,19:44:34.184
0.997807,4.505206,15.331174,19:44:34.203
-9.5712906E-4,3.9507897,15.227684,19:44:34.223
-0.2824727,3.3397822,15.3493595,19:44:34.242
-0.067956164,2.931806,15.140586,19:44:34.265
1.0706685,2.6368906,12.601801,19:44:34.296
1.6604992,2.5928626,11.223774,19:44:34.309
2.267678,2.368775,9.7749195,19:44:34.323
3.0126834,1.9483559,9.51159,19:44:34.344
3.0673594,2.6914468,9.093084,19:44:34.364
2.9351559,3.373282,8.381578,19:44:34.387
2.477409,3.6902113,7.775358,19:44:34.403
1.5858432,3.846343,7.6651683,19:44:34.423
0.54388857,4.293561,8.070272,19:44:34.446
0.41276193,4.661338,8.493563,19:44:34.464
1.4335401,4.371089,8.133444,19:44:34.485
2.251407,4.463093,7.1490364,19:44:34.507
1.8788443,4.7178087,6.6750183,19:44:34.528
0.34002012,4.491807,6.884749,19:44:34.548
-1.1242677,3.8176289,7.328139,19:44:34.571
-2.028276,2.3428128,7.1279793,19:44:34.587
-2.3740392,1.9818554,6.1742005,19:44:34.606
-2.0148764,1.4743377,5.3582478,19:44:34.641
-1.8893728,1.3095919,4.5078382,19:44:34.650
-2.1365514,1.5154943,3.8518465,19:44:34.665
-2.0885751,2.205943,4.0721054,19:44:34.685
-1.2209377,2.6321049,4.1038103,19:44:34.706
-0.3505485,3.121437,4.0797625,19:44:34.725
0.046899326,3.636612,3.962993,19:44:34.747
0.22408783,4.0541596,3.6833916,19:44:34.768
0.23940192,4.4037504,3.4122849,19:44:34.785
0.2059024,4.981139,3.2601013,19:44:34.810
0.38691944,5.441757,3.017828,19:44:34.829
0.29778677,5.492485,3.121198,19:44:34.848
0.049770713,5.461857,3.0484562,19:44:34.872
-0.13986048,5.089414,2.79374,19:44:34.891
-0.6454639,4.741737,3.7044485,19:44:34.906
-0.69523466,4.465007,4.3939404,19:44:34.928
-0.8092526,3.2439494,4.9474,19:44:34.947
-1.5035301,3.0477383,6.0601826,19:44:34.970
-2.940899,3.9670606,7.2332635,19:44:34.987
-3.1956148,3.3235111,8.658309,19:44:35.005
-2.3078773,2.2231715,8.553863,19:44:35.029
-1.7754743,1.1879168,8.318289,19:44:35.049
-1.937349,1.7501104,5.8820367,19:44:35.069
-1.9325633,2.8839495,4.975157,19:44:35.088
-2.0005193,2.2365713,6.7621174,19:44:35.108
-2.448695,1.4550755,8.117172,19:44:35.129
-3.2885756,1.1678171,9.092128,19:44:35.150
-4.4090147,1.1084751,9.707801,19:44:35.169
-5.480521,0.9590433,9.758649,19:44:35.191
-6.2715883,0.6622137,8.875697,19:44:35.214
-5.7324853,-0.040677987,8.459106,19:44:35.230
-5.0516076,-0.08087741,9.29803,19:44:35.253
-3.7118661,-0.060777694,9.872547,19:44:35.274
-2.544408,-0.030149564,9.570932,19:44:35.293
-2.3989244,0.1814956,8.982896,19:44:35.308
-2.0148764,0.46779686,7.7533436,19:44:35.439
-2.3442483,1.048176,7.7437725,19:44:35.443
-2.5721648,1.3363914,7.867242,19:44:35.447
-2.5606792,1.6628921,7.986046,19:44:35.450
-2.2351356,2.0957537,6.852206,19:44:35.466
-0.96717894,2.0880966,5.179145,19:44:35.468
-1.4431114,3.4834714,4.813402,19:44:35.473
-1.6049858,4.1383867,4.9119864,19:44:35.474
-1.7333608,4.4975495,5.150431,19:44:35.493
-2.042633,4.7359943,5.9501123,19:44:35.507
-2.1949363,4.7962933,6.7209606,19:44:35.527
-2.2552352,4.7436514,7.1854076,19:44:35.551
-2.1067607,4.773322,7.7686577,19:44:35.574
-2.0158334,4.7082376,7.9707317,19:44:35.590
-2.028276,4.7685366,7.610612,19:44:35.611
-2.1528225,4.690052,6.7592454,19:44:35.631
-2.3855245,4.607739,6.268956,19:44:35.649
-2.109632,4.553063,6.38776,19:44:35.678
-1.9239491,4.8528833,6.326384,19:44:35.695
-1.2631711,4.877769,6.2182283,19:44:35.709
-1.2421143,5.2243695,5.7250676,19:44:35.728
-1.1118251,5.500262,4.5011387,19:44:35.750
-0.9461221,6.026922,3.4122849,19:44:35.769
-1.1395818,6.406184,2.9766715,19:44:35.791
-1.6356139,6.307481,2.9776287,19:44:35.809
-2.2648065,6.0250077,3.551188,19:44:35.836
-2.3270202,5.783692,4.542295,19:44:35.851
-2.0043478,5.6294746,5.347719,19:44:35.870
-1.9402204,5.769335,5.864808,19:44:35.891
-1.3464413,5.388158,5.9443693,19:44:35.911
-1.5159729,5.6438313,5.345805,19:44:35.933
-1.6855044,5.743492,4.865087,19:44:35.952
-1.7706888,5.837291,4.975157,19:44:35.973
-1.7955742,5.768378,5.455037,19:44:35.992
-1.802274,5.5921464,5.0518465,19:44:36.014
-1.8510876,5.5289755,4.6725845,19:44:36.033
-2.1287746,5.5423756,4.350869,19:44:36.053
-2.4783661,5.605546,4.153581,19:44:36.072
-2.703411,5.684988,4.3038507,19:44:36.091
-2.7579675,5.733921,4.5078382,19:44:36.111
-2.681397,5.8640904,5.077689,19:44:36.136
-2.6421547,5.912904,5.57085,19:44:36.152
-2.5491936,5.7980485,5.7844095,19:44:36.173
-2.2715065,5.684988,5.612007,19:44:36.192
-2.0397618,5.561518,5.6129637,19:44:36.212
-1.7477176,5.507919,5.6617775,19:44:36.233
-1.0304691,5.8420763,5.723153,19:44:36.252
-0.79776704,5.7894344,4.624728,19:44:36.272
-2.0139194,6.3409805,4.6658845,19:44:36.292
-1.9861624,6.1235924,3.9859638,19:44:36.315
-1.7620747,6.3371515,4.1286955,19:44:36.334
-0.81020975,6.4884973,4.551986,19:44:36.352
-0.5660222,6.227082,5.0250473,19:44:36.373
-1.262214,6.1264634,5.6254063,19:44:36.393
-1.8788443,6.039365,6.223014,19:44:36.413
-2.2619352,5.8143196,6.343732,19:44:36.434
-2.5252652,5.7175303,6.600362,19:44:36.455
-2.411367,5.5366325,6.7976503,19:44:36.473
-2.3788247,5.348916,6.7928643,19:44:36.492
-2.5837698,5.2482977,6.6989465,19:44:36.515
-2.8222146,5.0913286,6.251728,19:44:36.536
-2.9810982,5.089414,5.57085,19:44:36.559
-2.8892138,5.0309095,4.808616,19:44:36.574
-3.014598,5.214798,3.737948,19:44:36.594
-3.2703905,5.4207006,3.3644285,19:44:36.614
-2.7522244,5.469514,3.895994,19:44:36.635
-2.2437499,5.506005,4.578786,19:44:36.653
-2.04359,5.5653467,5.1312885,19:44:36.674
-2.164308,5.484828,5.4367323,19:44:36.695
-2.425724,5.4474998,5.617749,19:44:36.714
-2.4869802,5.546204,5.5296936,19:44:36.735
-2.4754946,5.564389,5.340062,19:44:36.755
-2.5798218,5.479085,5.3257055,19:44:36.775
-2.7656245,5.2540402,5.45408,19:44:36.795
-2.9064422,5.098985,5.587121,19:44:36.814
-2.869114,5.139185,5.600521,19:44:36.834
-2.6488547,5.139185,5.5526648,19:44:36.854
-2.6277978,5.075057,5.600521,19:44:36.875
-2.485066,4.690052,5.455037,19:44:36.896
-2.711068,5.035695,5.043233,19:44:36.915
-2.7933812,5.042395,5.3505907,19:44:36.936
-3.0654452,5.0645285,5.419504,19:44:36.955
-3.1592438,5.098028,5.7183676,19:44:36.982
-3.1056445,5.1698127,5.9960546,19:44:36.996
-2.8136005,5.2348976,6.268956,19:44:37.023
-2.434338,5.3230734,6.2277994,19:44:37.037
